@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
agricola_p04.pddl,1,blind,1800,timeout
agricola_p04.pddl,1,Complementary1,223.84,ok
agricola_p04.pddl,1,Complementary2,137.37,ok
agricola_p04.pddl,1,DecStar,1800,timeout
agricola_p04.pddl,1,Delfi1,29.83,ok
agricola_p04.pddl,1,Delfi2,51.74,ok
agricola_p04.pddl,1,FDMS1,352.31,ok
agricola_p04.pddl,1,FDMS2,167.39,ok
agricola_p04.pddl,1,Metis1,1800,timeout
agricola_p04.pddl,1,Metis2,1800,timeout
agricola_p04.pddl,1,Planning-PDBs,136.84,ok
agricola_p04.pddl,1,Scorpion,1800,timeout
agricola_p04.pddl,1,symbolic-bidirectional,46.8,ok
agricola_p04.pddl,1,Symple-1,1800,timeout
agricola_p04.pddl,1,Symple-2,1800,timeout
agricola_p05.pddl,1,blind,1800,timeout
agricola_p05.pddl,1,Complementary1,884.07,ok
agricola_p05.pddl,1,Complementary2,973.63,ok
agricola_p05.pddl,1,DecStar,1800,timeout
agricola_p05.pddl,1,Delfi1,88.77,ok
agricola_p05.pddl,1,Delfi2,133.94,ok
agricola_p05.pddl,1,FDMS1,207.77,ok
agricola_p05.pddl,1,FDMS2,406.69,ok
agricola_p05.pddl,1,Metis1,1800,timeout
agricola_p05.pddl,1,Metis2,1800,timeout
agricola_p05.pddl,1,Planning-PDBs,1800,timeout
agricola_p05.pddl,1,Scorpion,1800,timeout
agricola_p05.pddl,1,symbolic-bidirectional,45.8,ok
agricola_p05.pddl,1,Symple-1,1800,timeout
agricola_p05.pddl,1,Symple-2,1800,timeout
agricola_p06.pddl,1,blind,1800,timeout
agricola_p06.pddl,1,Complementary1,1239.23,ok
agricola_p06.pddl,1,Complementary2,1800,timeout
agricola_p06.pddl,1,DecStar,1800,timeout
agricola_p06.pddl,1,Delfi1,105.17,ok
agricola_p06.pddl,1,Delfi2,168.17,ok
agricola_p06.pddl,1,FDMS1,411.46,ok
agricola_p06.pddl,1,FDMS2,660.82,ok
agricola_p06.pddl,1,Metis1,1800,timeout
agricola_p06.pddl,1,Metis2,1800,timeout
agricola_p06.pddl,1,Planning-PDBs,1800,timeout
agricola_p06.pddl,1,Scorpion,1800,timeout
agricola_p06.pddl,1,symbolic-bidirectional,283.36,ok
agricola_p06.pddl,1,Symple-1,1800,timeout
agricola_p06.pddl,1,Symple-2,1800,timeout
agricola_p07.pddl,1,blind,1800,timeout
agricola_p07.pddl,1,Complementary1,271.79,ok
agricola_p07.pddl,1,Complementary2,921.95,ok
agricola_p07.pddl,1,DecStar,1800,timeout
agricola_p07.pddl,1,Delfi1,71.85,ok
agricola_p07.pddl,1,Delfi2,105.93,ok
agricola_p07.pddl,1,FDMS1,772.27,ok
agricola_p07.pddl,1,FDMS2,257.74,ok
agricola_p07.pddl,1,Metis1,1800,timeout
agricola_p07.pddl,1,Metis2,1800,timeout
agricola_p07.pddl,1,Planning-PDBs,1800,timeout
agricola_p07.pddl,1,Scorpion,1800,timeout
agricola_p07.pddl,1,symbolic-bidirectional,72.64,ok
agricola_p07.pddl,1,Symple-1,1800,timeout
agricola_p07.pddl,1,Symple-2,1800,timeout
agricola_p08.pddl,1,blind,1800,timeout
agricola_p08.pddl,1,Complementary1,1379.03,ok
agricola_p08.pddl,1,Complementary2,1800,timeout
agricola_p08.pddl,1,DecStar,1800,timeout
agricola_p08.pddl,1,Delfi1,493.95,ok
agricola_p08.pddl,1,Delfi2,543.3,ok
agricola_p08.pddl,1,FDMS1,1800,timeout
agricola_p08.pddl,1,FDMS2,393.88,ok
agricola_p08.pddl,1,Metis1,1800,timeout
agricola_p08.pddl,1,Metis2,1800,timeout
agricola_p08.pddl,1,Planning-PDBs,1800,timeout
agricola_p08.pddl,1,Scorpion,1800,timeout
agricola_p08.pddl,1,symbolic-bidirectional,389.49,ok
agricola_p08.pddl,1,Symple-1,1800,timeout
agricola_p08.pddl,1,Symple-2,1800,timeout
agricola_p09.pddl,1,blind,1800,timeout
agricola_p09.pddl,1,Complementary1,1338.73,ok
agricola_p09.pddl,1,Complementary2,1800,timeout
agricola_p09.pddl,1,DecStar,1800,timeout
agricola_p09.pddl,1,Delfi1,840.87,ok
agricola_p09.pddl,1,Delfi2,1183.5,ok
agricola_p09.pddl,1,FDMS1,798.27,ok
agricola_p09.pddl,1,FDMS2,1003.88,ok
agricola_p09.pddl,1,Metis1,1800,timeout
agricola_p09.pddl,1,Metis2,1800,timeout
agricola_p09.pddl,1,Planning-PDBs,1800,timeout
agricola_p09.pddl,1,Scorpion,1800,timeout
agricola_p09.pddl,1,symbolic-bidirectional,257.31,ok
agricola_p09.pddl,1,Symple-1,1800,timeout
agricola_p09.pddl,1,Symple-2,1800,timeout
agricola_p10.pddl,1,blind,1800,timeout
agricola_p10.pddl,1,Complementary1,1800,timeout
agricola_p10.pddl,1,Complementary2,1800,timeout
agricola_p10.pddl,1,DecStar,1800,timeout
agricola_p10.pddl,1,Delfi1,166.94,ok
agricola_p10.pddl,1,Delfi2,231.58,ok
agricola_p10.pddl,1,FDMS1,1800,timeout
agricola_p10.pddl,1,FDMS2,1800,timeout
agricola_p10.pddl,1,Metis1,1800,timeout
agricola_p10.pddl,1,Metis2,1800,timeout
agricola_p10.pddl,1,Planning-PDBs,1800,timeout
agricola_p10.pddl,1,Scorpion,1800,timeout
agricola_p10.pddl,1,symbolic-bidirectional,161.08,ok
agricola_p10.pddl,1,Symple-1,1800,timeout
agricola_p10.pddl,1,Symple-2,1800,timeout
agricola_p11.pddl,1,blind,1800,timeout
agricola_p11.pddl,1,Complementary1,1800,timeout
agricola_p11.pddl,1,Complementary2,1800,timeout
agricola_p11.pddl,1,DecStar,1800,timeout
agricola_p11.pddl,1,Delfi1,330.83,ok
agricola_p11.pddl,1,Delfi2,383.54,ok
agricola_p11.pddl,1,FDMS1,1356.61,ok
agricola_p11.pddl,1,FDMS2,714.84,ok
agricola_p11.pddl,1,Metis1,1800,timeout
agricola_p11.pddl,1,Metis2,1800,timeout
agricola_p11.pddl,1,Planning-PDBs,1800,timeout
agricola_p11.pddl,1,Scorpion,1800,timeout
agricola_p11.pddl,1,symbolic-bidirectional,318.19,ok
agricola_p11.pddl,1,Symple-1,1800,timeout
agricola_p11.pddl,1,Symple-2,1800,timeout
agricola_p12.pddl,1,blind,1800,timeout
agricola_p12.pddl,1,Complementary1,1221.84,ok
agricola_p12.pddl,1,Complementary2,1800,timeout
agricola_p12.pddl,1,DecStar,1800,timeout
agricola_p12.pddl,1,Delfi1,915.77,ok
agricola_p12.pddl,1,Delfi2,1017.63,ok
agricola_p12.pddl,1,FDMS1,1800,timeout
agricola_p12.pddl,1,FDMS2,1800,timeout
agricola_p12.pddl,1,Metis1,1800,timeout
agricola_p12.pddl,1,Metis2,1800,timeout
agricola_p12.pddl,1,Planning-PDBs,1800,timeout
agricola_p12.pddl,1,Scorpion,1800,timeout
agricola_p12.pddl,1,symbolic-bidirectional,342.85,ok
agricola_p12.pddl,1,Symple-1,1800,timeout
agricola_p12.pddl,1,Symple-2,1800,timeout
agricola_p13.pddl,1,blind,1800,timeout
agricola_p13.pddl,1,Complementary1,1800,timeout
agricola_p13.pddl,1,Complementary2,1800,timeout
agricola_p13.pddl,1,DecStar,1800,timeout
agricola_p13.pddl,1,Delfi1,990.09,ok
agricola_p13.pddl,1,Delfi2,1025.72,ok
agricola_p13.pddl,1,FDMS1,1800,timeout
agricola_p13.pddl,1,FDMS2,673.92,ok
agricola_p13.pddl,1,Metis1,1800,timeout
agricola_p13.pddl,1,Metis2,1800,timeout
agricola_p13.pddl,1,Planning-PDBs,1800,timeout
agricola_p13.pddl,1,Scorpion,1800,timeout
agricola_p13.pddl,1,symbolic-bidirectional,794.93,ok
agricola_p13.pddl,1,Symple-1,1800,timeout
agricola_p13.pddl,1,Symple-2,1800,timeout
agricola_p14.pddl,1,blind,1800,timeout
agricola_p14.pddl,1,Complementary1,1800,timeout
agricola_p14.pddl,1,Complementary2,1800,timeout
agricola_p14.pddl,1,DecStar,1800,timeout
agricola_p14.pddl,1,Delfi1,1800,timeout
agricola_p14.pddl,1,Delfi2,1800,timeout
agricola_p14.pddl,1,FDMS1,1800,timeout
agricola_p14.pddl,1,FDMS2,924.49,ok
agricola_p14.pddl,1,Metis1,1800,timeout
agricola_p14.pddl,1,Metis2,1800,timeout
agricola_p14.pddl,1,Planning-PDBs,1800,timeout
agricola_p14.pddl,1,Scorpion,1800,timeout
agricola_p14.pddl,1,symbolic-bidirectional,743.53,ok
agricola_p14.pddl,1,Symple-1,1800,timeout
agricola_p14.pddl,1,Symple-2,1800,timeout
agricola_p15.pddl,1,blind,1800,timeout
agricola_p15.pddl,1,Complementary1,1800,timeout
agricola_p15.pddl,1,Complementary2,1800,timeout
agricola_p15.pddl,1,DecStar,1800,timeout
agricola_p15.pddl,1,Delfi1,1800,timeout
agricola_p15.pddl,1,Delfi2,1800,timeout
agricola_p15.pddl,1,FDMS1,1800,timeout
agricola_p15.pddl,1,FDMS2,1800,timeout
agricola_p15.pddl,1,Metis1,1800,timeout
agricola_p15.pddl,1,Metis2,1800,timeout
agricola_p15.pddl,1,Planning-PDBs,1800,timeout
agricola_p15.pddl,1,Scorpion,1800,timeout
agricola_p15.pddl,1,symbolic-bidirectional,1800,timeout
agricola_p15.pddl,1,Symple-1,1800,timeout
agricola_p15.pddl,1,Symple-2,1800,timeout
agricola_p16.pddl,1,blind,1800,timeout
agricola_p16.pddl,1,Complementary1,1800,timeout
agricola_p16.pddl,1,Complementary2,1800,timeout
agricola_p16.pddl,1,DecStar,1800,timeout
agricola_p16.pddl,1,Delfi1,1027.77,ok
agricola_p16.pddl,1,Delfi2,1131.09,ok
agricola_p16.pddl,1,FDMS1,1800,timeout
agricola_p16.pddl,1,FDMS2,698.72,ok
agricola_p16.pddl,1,Metis1,1800,timeout
agricola_p16.pddl,1,Metis2,1800,timeout
agricola_p16.pddl,1,Planning-PDBs,1800,timeout
agricola_p16.pddl,1,Scorpion,1800,timeout
agricola_p16.pddl,1,symbolic-bidirectional,1742.78,ok
agricola_p16.pddl,1,Symple-1,1800,timeout
agricola_p16.pddl,1,Symple-2,1800,timeout
agricola_p17.pddl,1,blind,1800,timeout
agricola_p17.pddl,1,Complementary1,1800,timeout
agricola_p17.pddl,1,Complementary2,1800,timeout
agricola_p17.pddl,1,DecStar,1800,timeout
agricola_p17.pddl,1,Delfi1,1197.77,ok
agricola_p17.pddl,1,Delfi2,1230.87,ok
agricola_p17.pddl,1,FDMS1,1800,timeout
agricola_p17.pddl,1,FDMS2,1695.08,ok
agricola_p17.pddl,1,Metis1,1800,timeout
agricola_p17.pddl,1,Metis2,1800,timeout
agricola_p17.pddl,1,Planning-PDBs,1800,timeout
agricola_p17.pddl,1,Scorpion,1800,timeout
agricola_p17.pddl,1,symbolic-bidirectional,1800,timeout
agricola_p17.pddl,1,Symple-1,1800,timeout
agricola_p17.pddl,1,Symple-2,1800,timeout
agricola_p18.pddl,1,blind,1800,timeout
agricola_p18.pddl,1,Complementary1,1800,timeout
agricola_p18.pddl,1,Complementary2,1800,timeout
agricola_p18.pddl,1,DecStar,1800,timeout
agricola_p18.pddl,1,Delfi1,1274.41,ok
agricola_p18.pddl,1,Delfi2,1402.37,ok
agricola_p18.pddl,1,FDMS1,1800,timeout
agricola_p18.pddl,1,FDMS2,1800,timeout
agricola_p18.pddl,1,Metis1,1800,timeout
agricola_p18.pddl,1,Metis2,1800,timeout
agricola_p18.pddl,1,Planning-PDBs,1800,timeout
agricola_p18.pddl,1,Scorpion,1800,timeout
agricola_p18.pddl,1,symbolic-bidirectional,1800,timeout
agricola_p18.pddl,1,Symple-1,1800,timeout
agricola_p18.pddl,1,Symple-2,1800,timeout
agricola_p19.pddl,1,blind,1800,timeout
agricola_p19.pddl,1,Complementary1,1800,timeout
agricola_p19.pddl,1,Complementary2,1800,timeout
agricola_p19.pddl,1,DecStar,1800,timeout
agricola_p19.pddl,1,Delfi1,1502.65,ok
agricola_p19.pddl,1,Delfi2,1425.63,ok
agricola_p19.pddl,1,FDMS1,1800,timeout
agricola_p19.pddl,1,FDMS2,1800,timeout
agricola_p19.pddl,1,Metis1,1800,timeout
agricola_p19.pddl,1,Metis2,1800,timeout
agricola_p19.pddl,1,Planning-PDBs,1800,timeout
agricola_p19.pddl,1,Scorpion,1800,timeout
agricola_p19.pddl,1,symbolic-bidirectional,1800,timeout
agricola_p19.pddl,1,Symple-1,1800,timeout
agricola_p19.pddl,1,Symple-2,1800,timeout
agricola_p20.pddl,1,blind,1800,timeout
agricola_p20.pddl,1,Complementary1,1800,timeout
agricola_p20.pddl,1,Complementary2,1800,timeout
agricola_p20.pddl,1,DecStar,1800,timeout
agricola_p20.pddl,1,Delfi1,1477.26,ok
agricola_p20.pddl,1,Delfi2,1559.83,ok
agricola_p20.pddl,1,FDMS1,1800,timeout
agricola_p20.pddl,1,FDMS2,1800,timeout
agricola_p20.pddl,1,Metis1,1800,timeout
agricola_p20.pddl,1,Metis2,1800,timeout
agricola_p20.pddl,1,Planning-PDBs,1800,timeout
agricola_p20.pddl,1,Scorpion,1800,timeout
agricola_p20.pddl,1,symbolic-bidirectional,1800,timeout
agricola_p20.pddl,1,Symple-1,1800,timeout
agricola_p20.pddl,1,Symple-2,1800,timeout
caldera_p01.pddl,1,blind,0.26,ok
caldera_p01.pddl,1,Complementary1,1.34,ok
caldera_p01.pddl,1,Complementary2,1.56,ok
caldera_p01.pddl,1,DecStar,0.55,ok
caldera_p01.pddl,1,Delfi1,1.4,ok
caldera_p01.pddl,1,Delfi2,1.61,ok
caldera_p01.pddl,1,FDMS1,0.43,ok
caldera_p01.pddl,1,FDMS2,0.66,ok
caldera_p01.pddl,1,Metis1,0.26,ok
caldera_p01.pddl,1,Metis2,0.29,ok
caldera_p01.pddl,1,Planning-PDBs,1.53,ok
caldera_p01.pddl,1,Scorpion,200.09,ok
caldera_p01.pddl,1,symbolic-bidirectional,0.81,ok
caldera_p01.pddl,1,Symple-1,1.66,ok
caldera_p01.pddl,1,Symple-2,1.83,ok
caldera_p02.pddl,1,blind,0.29,ok
caldera_p02.pddl,1,Complementary1,1.93,ok
caldera_p02.pddl,1,Complementary2,1.79,ok
caldera_p02.pddl,1,DecStar,27.98,ok
caldera_p02.pddl,1,Delfi1,1.4,ok
caldera_p02.pddl,1,Delfi2,2.82,ok
caldera_p02.pddl,1,FDMS1,1.22,ok
caldera_p02.pddl,1,FDMS2,2.1,ok
caldera_p02.pddl,1,Metis1,0.31,ok
caldera_p02.pddl,1,Metis2,0.31,ok
caldera_p02.pddl,1,Planning-PDBs,1.83,ok
caldera_p02.pddl,1,Scorpion,200.51,ok
caldera_p02.pddl,1,symbolic-bidirectional,1.13,ok
caldera_p02.pddl,1,Symple-1,4.41,ok
caldera_p02.pddl,1,Symple-2,4.42,ok
caldera_p03.pddl,1,blind,0.28,ok
caldera_p03.pddl,1,Complementary1,1.81,ok
caldera_p03.pddl,1,Complementary2,1.84,ok
caldera_p03.pddl,1,DecStar,30.02,ok
caldera_p03.pddl,1,Delfi1,1.44,ok
caldera_p03.pddl,1,Delfi2,3.83,ok
caldera_p03.pddl,1,FDMS1,1.33,ok
caldera_p03.pddl,1,FDMS2,2.45,ok
caldera_p03.pddl,1,Metis1,0.31,ok
caldera_p03.pddl,1,Metis2,0.32,ok
caldera_p03.pddl,1,Planning-PDBs,1.83,ok
caldera_p03.pddl,1,Scorpion,200.56,ok
caldera_p03.pddl,1,symbolic-bidirectional,1.11,ok
caldera_p03.pddl,1,Symple-1,3.44,ok
caldera_p03.pddl,1,Symple-2,3.58,ok
caldera_p04.pddl,1,blind,0.29,ok
caldera_p04.pddl,1,Complementary1,2.03,ok
caldera_p04.pddl,1,Complementary2,1.78,ok
caldera_p04.pddl,1,DecStar,22.63,ok
caldera_p04.pddl,1,Delfi1,1.45,ok
caldera_p04.pddl,1,Delfi2,2.85,ok
caldera_p04.pddl,1,FDMS1,1.28,ok
caldera_p04.pddl,1,FDMS2,2.1,ok
caldera_p04.pddl,1,Metis1,0.32,ok
caldera_p04.pddl,1,Metis2,0.33,ok
caldera_p04.pddl,1,Planning-PDBs,1.79,ok
caldera_p04.pddl,1,Scorpion,200.52,ok
caldera_p04.pddl,1,symbolic-bidirectional,1.11,ok
caldera_p04.pddl,1,Symple-1,4.02,ok
caldera_p04.pddl,1,Symple-2,4.08,ok
caldera_p05.pddl,1,blind,1.36,ok
caldera_p05.pddl,1,Complementary1,76.88,ok
caldera_p05.pddl,1,Complementary2,77.09,ok
caldera_p05.pddl,1,DecStar,197.32,ok
caldera_p05.pddl,1,Delfi1,2.55,ok
caldera_p05.pddl,1,Delfi2,59.29,ok
caldera_p05.pddl,1,FDMS1,45.7,ok
caldera_p05.pddl,1,FDMS2,101.77,ok
caldera_p05.pddl,1,Metis1,1.41,ok
caldera_p05.pddl,1,Metis2,1.46,ok
caldera_p05.pddl,1,Planning-PDBs,80.38,ok
caldera_p05.pddl,1,Scorpion,204.19,ok
caldera_p05.pddl,1,symbolic-bidirectional,7.75,ok
caldera_p05.pddl,1,Symple-1,1390.48,ok
caldera_p05.pddl,1,Symple-2,1399.65,ok
caldera_p06.pddl,1,blind,2.03,ok
caldera_p06.pddl,1,Complementary1,10.29,ok
caldera_p06.pddl,1,Complementary2,20.82,ok
caldera_p06.pddl,1,DecStar,586.98,ok
caldera_p06.pddl,1,Delfi1,3.53,ok
caldera_p06.pddl,1,Delfi2,203.27,ok
caldera_p06.pddl,1,FDMS1,127.19,ok
caldera_p06.pddl,1,FDMS2,338.58,ok
caldera_p06.pddl,1,Metis1,2.41,ok
caldera_p06.pddl,1,Metis2,2.52,ok
caldera_p06.pddl,1,Planning-PDBs,21.56,ok
caldera_p06.pddl,1,Scorpion,209.13,ok
caldera_p06.pddl,1,symbolic-bidirectional,8.73,ok
caldera_p06.pddl,1,Symple-1,210.45,ok
caldera_p06.pddl,1,Symple-2,207.48,ok
caldera_p07.pddl,1,blind,1.05,ok
caldera_p07.pddl,1,Complementary1,88.96,ok
caldera_p07.pddl,1,Complementary2,142.17,ok
caldera_p07.pddl,1,DecStar,249.24,ok
caldera_p07.pddl,1,Delfi1,2.28,ok
caldera_p07.pddl,1,Delfi2,53.5,ok
caldera_p07.pddl,1,FDMS1,41.72,ok
caldera_p07.pddl,1,FDMS2,135.47,ok
caldera_p07.pddl,1,Metis1,1.1,ok
caldera_p07.pddl,1,Metis2,1.15,ok
caldera_p07.pddl,1,Planning-PDBs,153.57,ok
caldera_p07.pddl,1,Scorpion,204.97,ok
caldera_p07.pddl,1,symbolic-bidirectional,6.55,ok
caldera_p07.pddl,1,Symple-1,678.63,ok
caldera_p07.pddl,1,Symple-2,685.67,ok
caldera_p08.pddl,1,blind,0.71,ok
caldera_p08.pddl,1,Complementary1,13.37,ok
caldera_p08.pddl,1,Complementary2,7.83,ok
caldera_p08.pddl,1,DecStar,73.49,ok
caldera_p08.pddl,1,Delfi1,1.87,ok
caldera_p08.pddl,1,Delfi2,1.76,ok
caldera_p08.pddl,1,FDMS1,12.5,ok
caldera_p08.pddl,1,FDMS2,20.86,ok
caldera_p08.pddl,1,Metis1,0.74,ok
caldera_p08.pddl,1,Metis2,0.78,ok
caldera_p08.pddl,1,Planning-PDBs,7.6,ok
caldera_p08.pddl,1,Scorpion,202.43,ok
caldera_p08.pddl,1,symbolic-bidirectional,3.29,ok
caldera_p08.pddl,1,Symple-1,153.44,ok
caldera_p08.pddl,1,Symple-2,152.56,ok
caldera_p09.pddl,1,blind,1800,timeout
caldera_p09.pddl,1,Complementary1,1172.24,ok
caldera_p09.pddl,1,Complementary2,1010.18,ok
caldera_p09.pddl,1,DecStar,1800,timeout
caldera_p09.pddl,1,Delfi1,47.61,ok
caldera_p09.pddl,1,Delfi2,47.49,ok
caldera_p09.pddl,1,FDMS1,1103.09,ok
caldera_p09.pddl,1,FDMS2,1295.53,ok
caldera_p09.pddl,1,Metis1,46.69,ok
caldera_p09.pddl,1,Metis2,38.99,ok
caldera_p09.pddl,1,Planning-PDBs,1002.99,ok
caldera_p09.pddl,1,Scorpion,552.88,ok
caldera_p09.pddl,1,symbolic-bidirectional,1800,timeout
caldera_p09.pddl,1,Symple-1,1800,timeout
caldera_p09.pddl,1,Symple-2,1800,timeout
caldera_p10.pddl,1,blind,1197.16,ok
caldera_p10.pddl,1,Complementary1,954.32,ok
caldera_p10.pddl,1,Complementary2,939.32,ok
caldera_p10.pddl,1,DecStar,1800,timeout
caldera_p10.pddl,1,Delfi1,10.01,ok
caldera_p10.pddl,1,Delfi2,1339.28,ok
caldera_p10.pddl,1,FDMS1,319.76,ok
caldera_p10.pddl,1,FDMS2,480.56,ok
caldera_p10.pddl,1,Metis1,9.12,ok
caldera_p10.pddl,1,Metis2,6.88,ok
caldera_p10.pddl,1,Planning-PDBs,929.63,ok
caldera_p10.pddl,1,Scorpion,485.18,ok
caldera_p10.pddl,1,symbolic-bidirectional,317.15,ok
caldera_p10.pddl,1,Symple-1,1800,timeout
caldera_p10.pddl,1,Symple-2,1800,timeout
caldera_p11.pddl,1,blind,1800,timeout
caldera_p11.pddl,1,Complementary1,1130.6,ok
caldera_p11.pddl,1,Complementary2,987.8,ok
caldera_p11.pddl,1,DecStar,1800,timeout
caldera_p11.pddl,1,Delfi1,47.95,ok
caldera_p11.pddl,1,Delfi2,1800,timeout
caldera_p11.pddl,1,FDMS1,828.29,ok
caldera_p11.pddl,1,FDMS2,952.23,ok
caldera_p11.pddl,1,Metis1,48.6,ok
caldera_p11.pddl,1,Metis2,38.28,ok
caldera_p11.pddl,1,Planning-PDBs,982.89,ok
caldera_p11.pddl,1,Scorpion,734.55,ok
caldera_p11.pddl,1,symbolic-bidirectional,1800,timeout
caldera_p11.pddl,1,Symple-1,1800,timeout
caldera_p11.pddl,1,Symple-2,1800,timeout
caldera_p12.pddl,1,blind,1203.33,ok
caldera_p12.pddl,1,Complementary1,1800,timeout
caldera_p12.pddl,1,Complementary2,959,ok
caldera_p12.pddl,1,DecStar,1800,timeout
caldera_p12.pddl,1,Delfi1,18.37,ok
caldera_p12.pddl,1,Delfi2,1800,timeout
caldera_p12.pddl,1,FDMS1,630.92,ok
caldera_p12.pddl,1,FDMS2,911.62,ok
caldera_p12.pddl,1,Metis1,17.98,ok
caldera_p12.pddl,1,Metis2,15.79,ok
caldera_p12.pddl,1,Planning-PDBs,944.48,ok
caldera_p12.pddl,1,Scorpion,463.93,ok
caldera_p12.pddl,1,symbolic-bidirectional,1800,timeout
caldera_p12.pddl,1,Symple-1,1800,timeout
caldera_p12.pddl,1,Symple-2,1800,timeout
caldera_p13.pddl,1,blind,1800,timeout
caldera_p13.pddl,1,Complementary1,1800,timeout
caldera_p13.pddl,1,Complementary2,1800,timeout
caldera_p13.pddl,1,DecStar,1800,timeout
caldera_p13.pddl,1,Delfi1,1800,timeout
caldera_p13.pddl,1,Delfi2,1800,timeout
caldera_p13.pddl,1,FDMS1,1800,timeout
caldera_p13.pddl,1,FDMS2,1800,timeout
caldera_p13.pddl,1,Metis1,1800,timeout
caldera_p13.pddl,1,Metis2,648.42,ok
caldera_p13.pddl,1,Planning-PDBs,1800,timeout
caldera_p13.pddl,1,Scorpion,1800,timeout
caldera_p13.pddl,1,symbolic-bidirectional,1800,timeout
caldera_p13.pddl,1,Symple-1,1800,timeout
caldera_p13.pddl,1,Symple-2,1800,timeout
caldera_p14.pddl,1,blind,1800,timeout
caldera_p14.pddl,1,Complementary1,1800,timeout
caldera_p14.pddl,1,Complementary2,1800,timeout
caldera_p14.pddl,1,DecStar,1800,timeout
caldera_p14.pddl,1,Delfi1,1800,timeout
caldera_p14.pddl,1,Delfi2,1800,timeout
caldera_p14.pddl,1,FDMS1,1800,timeout
caldera_p14.pddl,1,FDMS2,1800,timeout
caldera_p14.pddl,1,Metis1,1800,timeout
caldera_p14.pddl,1,Metis2,1589.94,ok
caldera_p14.pddl,1,Planning-PDBs,1800,timeout
caldera_p14.pddl,1,Scorpion,1800,timeout
caldera_p14.pddl,1,symbolic-bidirectional,1800,timeout
caldera_p14.pddl,1,Symple-1,1800,timeout
caldera_p14.pddl,1,Symple-2,1800,timeout
caldera_p15.pddl,1,blind,1800,timeout
caldera_p15.pddl,1,Complementary1,1800,timeout
caldera_p15.pddl,1,Complementary2,1800,timeout
caldera_p15.pddl,1,DecStar,1800,timeout
caldera_p15.pddl,1,Delfi1,1800,timeout
caldera_p15.pddl,1,Delfi2,1800,timeout
caldera_p15.pddl,1,FDMS1,1800,timeout
caldera_p15.pddl,1,FDMS2,1800,timeout
caldera_p15.pddl,1,Metis1,1800,timeout
caldera_p15.pddl,1,Metis2,1800,timeout
caldera_p15.pddl,1,Planning-PDBs,1800,timeout
caldera_p15.pddl,1,Scorpion,1800,timeout
caldera_p15.pddl,1,symbolic-bidirectional,1800,timeout
caldera_p15.pddl,1,Symple-1,1800,timeout
