@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute ALL numeric

@data
allused-assat04-986.cnf,1,20.41
am_7_7shuffled-assat03-363.cnf,1,0.17
AProVE07-01.cnf,1,2.1
AProVE07-03.cnf,1,0.63
AProVE07-21.cnf,1,0.36
AProVE11-02.cnf,1,41
AProVE11-06.cnf,1,64.1
AProVE11-07.cnf,1,44.16
AProVE11-09.cnf,1,22.82
AProVE11-10.cnf,1,56.11
AProVE11-11.cnf,1,25.35
AProVE11-12.cnf,1,9.63
AProVE11-13.cnf,1,126.9
AProVE11-15.cnf,1,12.99
AProVE11-16.cnf,1,22.78
bart17shuffled.cnf,1,0.15
bc57-sensors-1-k303-unsatshuffled-assat03-406.cnf,1,48.84
blocks-4-ipc5-h21-unknown.cnf,1,30.14
blocks-blocks-36-0120-NOTKNOWN.cnf,1,218.88
blocks-blocks-36-0160-NOTKNOWN.cnf,1,440.8
blocks-blocks-36-0170-NOTKNOWN.cnf,1,508.93
blocks-blocks-36-0180-SAT.cnf,1,582.95
blocks-blocks-37-1120-NOTKNOWN.cnf,1,215.47
blocks-blocks-37-1130-NOTKNOWN.cnf,1,291.69
blocks-blocks-37-1150-SAT.cnf,1,414.79
c10idw_i.cnf,1,23.95
c6288mulmitershuffled-assat03-346.cnf,1,20.32
clauses-8renamed-assat05-1964.cnf,1,526.29
comb1shuffled.cnf,1,0.32
countbitsarray04_32.cnf,1,0.38
countbitsrotate032.cnf,1,0.68
countbitssrl064.cnf,1,22.12
countbitswegner128.cnf,1,5.95
cube-11-h14-sat.cnf,1,59.78
dated-10-17-u.cnf,1,20.72
dated-5-11-u.cnf,1,6.12
dated-5-13-u.cnf,1,9.65
dekkerused-assat04-989.cnf,1,20.42
dme-03-1-k247-unsatshuffled-assat03-407.cnf,1,35.4
dp04s04shuffled.cnf,1,0.04
dp04u03shuffled.cnf,1,0.03
dp10s10shuffled.cnf,1,0.38
driverlog1_ks99irenamed-assat05-3951.cnf,1,0
driverlog3_v01arenamed-assat05-3963.cnf,1,0.02
dspam_dump_vc949.cnf,1,0.9
E00N23.cnf,1,82.25
E00X23.cnf,1,45.37
E02F17.cnf,1,22.24
E02F20.cnf,1,22.41
E02F22.cnf,1,41.44
E03N17.cnf,1,22.2
E04F19.cnf,1,21.69
E04F20.cnf,1,26.22
E04N18.cnf,1,24.42
E05F18.cnf,1,20.81
E05F20.cnf,1,24.93
E05X15.cnf,1,21.82
E07N15.cnf,1,0.06
E15N15.cnf,1,0.1
eqatreebraun11unsat.cnf,1,0.06
eqatreebraun12unsat.cnf,1,0.07
ferry5_ks99irenamed-assat05-3994.cnf,1,0.38
grid-strips-grid-y-3035-NOTKNOWN.cnf,1,80.49
grid-strips-grid-y-4025-NOTKNOWN.cnf,1,80.53
gripper13ushuffled-assat03-395.cnf,1,1.06
gss-14-s100.cnf,1,3.01
gss-16-s100.cnf,1,3.11
gss-19-s100.cnf,1,3.18
gss-21-s100.cnf,1,3.22
gss-22-s100.cnf,1,3.26
gss-27-s100.cnf,1,3.31
gus-md5-11.cnf,1,10.98
gus-md5-12.cnf,1,10.99
hard-18-U-10652.cnf,1,333.12
hard-25-U-7061.cnf,1,9.4
hard-6-U-7061.cnf,1,35.63
homer14shuffled.cnf,1,0.37
homer16shuffled.cnf,1,0.18
homer17shuffled.cnf,1,0.25
hsat_vc12062.cnf,1,1.95
hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,21.53
hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,7.19
hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,5.26
hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,17.44
hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,21.74
hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,23.37
hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,23.21
hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,21.77
hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,22.5
hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,23.67
hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,24.67
hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,22.15
hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,21.74
hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,21.54
hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,15.4
hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,7.98
hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1,21.99
hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,23.15
hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,22.96
hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,22.35
hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,24.3
IBM_FV_2004_rule_batch_30_SAT_datk55.cnf,1,25.64
IBM_FV_2004_rule_batch_30_SAT_datk80.cnf,1,31.49
ibm-2002-21r-k95.cnf,1,29.13
ibm-2002-30r-k85.cnf,1,35.22
ibm-2004-01-k90.cnf,1,22.79
ibm-2004-23-k100.cnf,1,31.24
k2fix_gr_rcs_w8shuffled.cnf,1,21.3
k2fix_gr_rcs_w9shuffled.cnf,1,21.6
k2mulmitershuffled-assat03-355.cnf,1,20.67
korf-15.cnf,1,20.46
korf-17.cnf,1,28.47
korf-18.cnf,1,21.14
li-exam-61shuffled-assat03-366.cnf,1,6.38
li-test4-100shuffled-assat03-370.cnf,1,16.59
manol-pipe-c10nidw.cnf,1,32.23
manol-pipe-c6bidw_i.cnf,1,21.47
manol-pipe-f7idw.cnf,1,25.56
manol-pipe-f7nidw.cnf,1,26.77
maxor128.cnf,1,32.19
maxxor032.cnf,1,5.36
maxxor064.cnf,1,21.25
maxxor128.cnf,1,32.18
maxxororand064.cnf,1,22.49
md5_48_3.cnf,1,8.67
minandmaxor016.cnf,1,0.48
minandmaxor128.cnf,1,35.26
minxorminand128.cnf,1,26.67
mizh-sha0-36-2.cnf,1,5.7
mizh-sha0-36-4.cnf,1,5.68
mulhs016.cnf,1,0.19
myciel6-trused-assat04-320.cnf,1,0.25
ndhf_xits_19_UNKNOWN.cnf,1,72.95
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1025-NOTKNOWN.cnf,1,22.42
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1035-NOTKNOWN.cnf,1,26.79
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1045-NOTKNOWN.cnf,1,33.86
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3025-NOTKNOWN.cnf,1,22.42
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3035-NOTKNOWN.cnf,1,26.82
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3045-NOTKNOWN.cnf,1,33.91
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SAT.cnf,1,87.8
partial-10-13-s.cnf,1,35.66
partial-10-15-s.cnf,1,44.07
partial-10-17-s.cnf,1,60.26
partial-5-11-u.cnf,1,17.77
post-c32s-gcdm16-23.cnf,1,22.11
post-cbmc-zfcp-28-u2-noholes.cnf,1,7200
q_query_3_L150_colisat.cnf,1,57.47
q_query_3_l46_lambda.cnf,1,20.59
q_query_3_L70_colisat.cnf,1,27.45
rand_net60-25-10shuffled.cnf,1,0.14
rand_net60-30-1shuffled.cnf,1,0.15
rand_net60-40-10shuffled.cnf,1,0.2
rand_net70-60-10shuffled.cnf,1,0.35
rbcl_xits_08_UNSAT.cnf,1,22.15
rbcl_xits_09_UNKNOWN.cnf,1,24.13
rbcl_xits_15_SAT.cnf,1,24.99
rbcl_xits_18_SAT.cnf,1,34.71
rovers1_ks99irenamed-assat05-3971.cnf,1,0.17
rpoc_xits_09_UNSAT.cnf,1,25.68
SAT_datk100.cnf,1,21.21
SAT_datk20.cnf,1,20.86
SAT_datk45.cnf,1,20.98
SAT_datk80_04.cnf,1,24.51
SAT_datk80.cnf,1,21.13
SAT_datk85.cnf,1,35.23
sha0_36_5.cnf,1,5.7
slp-synthesis-aes-bottom12.cnf,1,20.3
slp-synthesis-aes-bottom13.cnf,1,20.37
slp-synthesis-aes-bottom14.cnf,1,20.44
slp-synthesis-aes-bottom15.cnf,1,20.5
slp-synthesis-aes-bottom16.cnf,1,20.59
slp-synthesis-aes-bottom17.cnf,1,20.71
slp-synthesis-aes-bottom18.cnf,1,20.81
slp-synthesis-aes-bottom19.cnf,1,20.95
slp-synthesis-aes-bottom20.cnf,1,21.08
slp-synthesis-aes-bottom21.cnf,1,21.24
slp-synthesis-aes-bottom22.cnf,1,21.41
slp-synthesis-aes-bottom23.cnf,1,21.62
slp-synthesis-aes-bottom24.cnf,1,21.84
slp-synthesis-aes-bottom25.cnf,1,22.07
slp-synthesis-aes-bottom26.cnf,1,22.35
slp-synthesis-aes-top21.cnf,1,21.12
slp-synthesis-aes-top22.cnf,1,21.33
slp-synthesis-aes-top23.cnf,1,21.47
slp-synthesis-aes-top24.cnf,1,21.69
slp-synthesis-aes-top25.cnf,1,21.94
slp-synthesis-aes-top26.cnf,1,22.12
slp-synthesis-aes-top28.cnf,1,22.72
slp-synthesis-aes-top29.cnf,1,23.05
slp-synthesis-aes-top30.cnf,1,23.41
smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,25.75
smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,27.26
smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,23.89
smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,5.8
smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,0.29
smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,742.46
smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,116.12
smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,233.44
smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,38.22
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,8.19
smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,68.57
smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,28.59
smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,40.58
smulo064.cnf,1,20.82
sokoban-sequential-p145-microban-sequential030-NOTKNOWN.cnf,1,23.64
sokoban-sequential-p145-microban-sequential040-NOTKNOWN.cnf,1,26.98
sokoban-sequential-p145-microban-sequential050-NOTKNOWN.cnf,1,31.34
sokoban-sequential-p145-microban-sequential060-NOTKNOWN.cnf,1,36.72
sokoban-sequential-p145-microban-sequential070-NOTKNOWN.cnf,1,43.06
sokoban-sequential-p145-microban-sequential080-SAT.cnf,1,50.42
sortnet-7-ipc5-h15-unsat.cnf,1,22.49
sortnet-8-ipc5-h19-sat.cnf,1,32.42
total-10-17-u.cnf,1,30.86
traffic_3_uc_sat.cnf,1,54.22
traffic_3b_unknown.cnf,1,23.25
traffic_b_unsat.cnf,1,22.58
traffic_f_unknown.cnf,1,23.2
traffic_fb_unknown.cnf,1,23.37
traffic_kkb_unknown.cnf,1,23.06
traffic_pcb_unknown.cnf,1,23.23
traffic_r_sat.cnf,1,42.22
traffic_r_uc_sat.cnf,1,351.79
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed060-SAT.cnf,1,420.99
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed030-NOTKNOWN.cnf,1,547.49
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed040-NOTKNOWN.cnf,1,1081.36
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed050-SAT.cnf,1,1800.14
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed020-NOTKNOWN.cnf,1,238.5
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed030-NOTKNOWN.cnf,1,708.92
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed040-NOTKNOWN.cnf,1,1442.39
transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed040-SAT.cnf,1,223.61
UCG-15-10p0.cnf,1,39.52
UCG-15-10p1.cnf,1,39.85
UCG-15-5p0.cnf,1,34.09
UCG-20-5p1.cnf,1,47.13
UR-10-10p1.cnf,1,21.98
UR-20-10p0.cnf,1,53.74
UR-20-10p1.cnf,1,54.44
UTI-10-5t1.cnf,1,9.76
UTI-20-10p0.cnf,1,54.62
UTI-20-10p1.cnf,1,54.81
UTI-20-10t0.cnf,1,30.17
UTI-20-10t1.cnf,1,30.2
valves-gates-1-k617-unsatshuffled-assat03-412.cnf,1,140.21
vda_gr_rcs_w9shuffled.cnf,1,20.55
velev-npe-10-9dlx-b71.cnf,1,1655.07
velev-pipe-o-uns-10-7.cnf,1,23.22
velev-pipe-o-uns-11-6.cnf,1,21.2
velev-pipe-sat-10-b9.cnf,1,121.96
velev-vliw-uns-40-9-i1.cnf,1,73.53
vmpc_25renamed-assat05-1913.cnf,1,20.46
vmpc_29renamed-assat05-1916.cnf,1,20.77
vmpc_32renamed-assat05-1919.cnf,1,21.07
vmpc_34renamed-assat05-1926.cnf,1,21.83
vmpc_35renamed-assat05-1921.cnf,1,21.5
vmpc_36renamed-assat05-1922.cnf,1,20.54
x1mulmitershuffled-assat03-359.cnf,1,20.4
