"InstanceName","MaxHS","maxino2018","Open-WBO-g","Open-WBO-ms","Open-WBO-ms-pre","QMaxSAT2018","UWrMaxSat-1.0"
"3col140_5_10shuffledcnf.wcnf",24.25,6.29,13.14,26.12,39.05,3.11,10.38
"3col140_5_1shuffledcnf.wcnf",37.82,6.28,12.73,27.13,39.21,3.68,12.95
"3col140_5_2shuffledcnf.wcnf",55.36,3.54,13.37,30.56,33.37,2.69,11.21
"3col140_5_3shuffledcnf.wcnf",43.5,4.26,13.16,33.61,35.14,3.13,12.82
"3col140_5_4shuffledcnf.wcnf",33.49,6.96,13.22,25.85,36.26,2.49,9.54
"3col140_5_5shuffledcnf.wcnf",23.38,4.52,13.33,32.16,42.45,2.29,12.47
"3col140_5_6shuffledcnf.wcnf",56.39,6.26,15.89,33.94,66.9,4.52,16.08
"3col140_5_7shuffledcnf.wcnf",31,5.53,22.09,31.23,40.65,4.1,15.87
"3col140_5_8shuffledcnf.wcnf",99.79,6.22,13.48,38.98,50.28,2.94,10.83
"3col140_5_9shuffledcnf.wcnf",52.17,6.67,16.52,38.44,37.31,4.58,15.88
"3ebx_1era_gwcnft.wcnf",3600,968.57,824.85,535.98,380.59,106.46,387.73
"3ebx_6ebx_gwcnft.wcnf",272.56,66.6,79.86,26.78,121.72,12.63,36.45
"6ebx_1era_gwcnft.wcnf",3600,331.99,102.25,100.67,306.47,42.21,162.5
"7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l3.wcnf",43.04,6.38,5.58,18.04,18.96,10.48,9.03
"ac97_ctrl-debugdimacs.wcnf",14.99,1.13,0.51,0.57,5.49,15.95,1.02
"adult_train_1_DNF_2_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"adult_train_5_CNF_2_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"adult_train_8_CNF_3_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"AES1-30-5.wcnf",3.57,0.93,26.35,43.9,44.16,352.42,1.95
"AES1-40-6.wcnf",3.83,1.38,35.34,52.67,54.57,3600,1.49
"AES1-40-7.wcnf",3.56,1.33,25.36,41.64,51.02,3418.68,1.04
"AES1-60-17.wcnf",3.35,0.98,17.57,31.54,42.24,3600,1.13
"AES1-70-24.wcnf",99.49,2.88,30.01,42.52,33.62,3600,2.8
"AES1-76-37.wcnf",184.99,83.67,332.26,212.94,150.22,3600,19.24
"AES2-50-52.wcnf",13.04,1.4,18.58,29.83,26.1,3600,1.25
"AES2-70-61.wcnf",663,8.87,22.72,34.43,44.23,3600,7.88
"AES2-72-67.wcnf",3600,3600,3600,3012.36,790.15,3600,3600
"AES2-74-11.wcnf",2408.82,11.77,42.82,48.08,152.97,3600,12.07
"AES2-74-73.wcnf",6.77,2.44,105.31,121.48,36.12,3600,3
"apt-cudf-universe0ea62c_l1.wcnf",2.77,0.08,0.07,0.09,0.16,3600,0.37
"atcoss_mesat_01.wcnf",59.94,44.32,172.79,333.13,136.04,61.8,47.07
"atcoss_mesat_03.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_mesat_04.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_mesat_05.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_mesat_06.wcnf",91.1,81.28,342.5,506.98,128.84,304.48,57.89
"atcoss_mesat_10.wcnf",1910.42,1285.67,3600,2189.17,3600,1465.22,537.56
"atcoss_mesat_12.wcnf",8.01,6.42,48.93,87.47,35.84,57.11,7.64
"atcoss_mesat_18.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_01.wcnf",38.17,31.64,66.93,124.55,94.29,16.47,31.7
"atcoss_sugar_02.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_04.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_05.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_12.wcnf",256.06,17.45,51.17,157.79,117.22,29.78,17.56
"atcoss_sugar_15.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_18.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_19.wcnf",111.69,139.32,2188.21,106.17,69.42,1510.67,62.3
"australian.wcnf",3600,3600,3600,3600,3600,3600,3600
"b14_C-mbd14-0225.wcnf",447.31,177.36,25.11,48.32,147.65,3219.32,24.38
"b14_C-mbd14-0307.wcnf",110.35,184.57,25.96,34.42,135.72,416.65,8.57
"b14-s_PathRelaxation_FS_14.wcnf",0.27,0.07,0.5,9.64,0.65,23.28,0.09
"b14-s_PathRelaxation_FS_16.wcnf",0.27,0.07,1.79,4.59,0.13,26.33,0.09
"b14-s_PathRelaxation_FS_25.wcnf",0.09,0.09,0.41,8.39,3.1,33.35,0.09
"b14-s_PathRelaxation_FS_46.wcnf",0.24,0.07,0.71,9.11,3.05,34.94,0.09
"b14-s_PathRelaxation_Set_FS_47.wcnf",4.18,0.8,5.28,28.64,4.54,360.49,0.69
"b17_C-mbd14-0304.wcnf",2.5,0.3,0.43,0.45,0.58,3.05,0.76
"b17_C-mbd14-0370.wcnf",5.76,0.46,0.41,0.45,1.21,23.13,1.18
"b18-s_PathRelaxation_Set_FS_32.wcnf",79.97,25.78,124.14,607.26,103.69,35.06,19.66
"b20_C-mbd14-0255.wcnf",65.94,1.95,4.04,26.54,16.72,196.06,2.81
"b20_C-mbd14-0328.wcnf",12.2,0.36,1.15,18.69,10.07,15.13,0.73
"b20_C-mbd14-0354.wcnf",51.9,0.64,1.17,23.78,14.25,132.11,1.2
"b21_C-mbd14-0205.wcnf",143.62,0.95,2.31,20.99,16,163.74,1.36
"b21_C-mbd14-0217.wcnf",92.62,0.38,1.28,14.9,17.49,17.98,0.9
"b21_C-mbd14-0267.wcnf",24.27,3.32,3.07,21.76,14.25,71.22,1.19
"b21_C-mbd14-0295.wcnf",120.67,14.24,16.85,38.73,65.85,510.13,10.22
"b21_C-mbd14-0349.wcnf",59.43,0.4,1.11,23.07,0,17.11,0.8
"b21-s_PathRelaxation_FS_28.wcnf",2.27,0.21,1.92,14.78,7.53,57.13,0.32
"b21-s_PathRelaxation_FS_42.wcnf",4.65,2.02,35.38,28.71,12.85,185.32,0.36
"b21-s_PathRelaxation_FS_47.wcnf",3.68,0.9,46.14,50.71,49.91,72.31,0.38
"b21-s_PathRelaxation_FS_48.wcnf",4.1,0.22,2.59,14.39,5.96,19.66,0.31
"b21-s_PathRelaxation_Set_FS_31.wcnf",16.02,5.93,46.67,237.35,76.95,632.82,2.22
"b22_C-mbd14-0222.wcnf",5.35,0.38,0.71,0.71,11.13,7.04,0.84
"b22_C-mbd14-0223.wcnf",4.57,0.38,0.69,0.71,0.86,15.67,0.77
"b22_C-mbd14-0240.wcnf",14.51,0.51,0.71,0.78,1.68,10,1.46
"b22_C-mbd14-0241.wcnf",15.14,0.42,0.72,0.94,8.44,5.99,1.04
"b22_C-mbd14-0300.wcnf",10.24,0.46,0.63,3.91,0.81,6.41,1.08
"bnn-last-layer-f10.wcnf",3600,3600,2994.92,1521.43,3600,3600,3600
"brock200_2clq.wcnf",90.95,43.03,34.02,62.37,35.34,12.47,10.02
"brock400_4clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"c-fat500-2clq.wcnf",32.12,0.41,12.1,16.54,24.18,0.39,0.34
"c5315_F1@0.wcnf",0,0,0,0.01,0.01,3600,0
"c6_DD_s3_f1_e2_v1-bug-fourvec-gate-0dimacsseqfiltered.wcnf",19.21,4.29,1.08,1.22,0.1,485.24,3.3
"causal_n5_i7_N1000_uai13_harddeps_int.wcnf",11.59,6.98,27,156.82,52.18,11.99,5.81
"causal_n5_i8_N10000_uai13_harddeps_int.wcnf",12.84,10.07,15.31,115.45,23.29,9.51,6.14
"causal_n5_i9_N10000_uai13_constant_int.wcnf",17.65,3,6.01,42.44,9.06,4.43,3.75
"causal_n6_i1_N500_uai13_harddeps_int.wcnf",576.51,466,413.86,1206.85,585.96,220.03,116.83
"causal_n6_i3_N500_uai14_harddeps_int.wcnf",16,8.48,4.38,29.4,5.69,14.45,2.62
"causal_n6_i8_N1000_uai14_constant_int.wcnf",16.77,2.35,1.07,17.69,8.38,3.17,0.73
"causal_n7_i10_N1000_uai14_constant_int.wcnf",94.77,9.1,10.31,53.76,11.84,51.22,6.05
"causal_n7_i7_N1000_uai14_harddeps_int.wcnf",246.31,433.81,125.37,241.04,74.92,417.93,418.48
"causal_n7_i8_N1000_uai14_constant_int.wcnf",2.05,0.96,2.53,32.89,9.62,17.42,1.76
"causal_n7_i9_N1000_uai14_harddeps_int.wcnf",154.63,22.88,19.89,75.35,38.48,77.7,19
"cleve.wcnf",3600,3600,3600,3600,3600,3600,3600
"cleveland.wcnf",3600,3600,3600,3600,3600,3600,3600
"cloud.wcnf",0.13,3.62,0.21,0.23,0.96,3600,1.39
"cnf_10_center.wcnf",3600,205.75,3600,2279.38,661.69,1945.06,52.32
"cnf_10.wcnf",3600,3600,3600,3600,3600,3600,3600
"cnf_12_center.wcnf",1629.3,47.25,268.77,374.67,116.51,244.2,23.3
"cnf_12.wcnf",3600,3600,3600,3600,3600,3600,3600
"cnf_small.wcnf",3600,3600,3600,3600,3600,3600,3600
"cnf10p8.wcnf",402.29,76.66,33.08,148.45,101.7,25.78,16.32
"cnf12t9.wcnf",17.7,10.6,12.88,77.44,0.01,13.61,3.83
"cnf13p8.wcnf",384.03,57.66,39.4,115.59,72.09,98.61,15.64
"cnf13p9.wcnf",363.68,243.92,50.78,99.3,85.39,113,53.91
"cnf14t7.wcnf",24.53,12.68,12.91,79.66,77.63,9.94,4.45
"cnf15p7.wcnf",641.47,341.87,257.75,237.69,124.61,337.37,40.84
"cnf16p6.wcnf",273.57,53.67,291.34,238.73,140.18,78.02,53.65
"cnf16p7.wcnf",364.74,42.68,84.88,185.03,104.91,33.64,38.21
"cnf17p10.wcnf",1271.99,327.67,435.64,365.14,189.88,680.72,557.47
"cnf18d7.wcnf",15.07,8.93,12.61,43.19,44.96,8.69,4.87
"cnf18p4.wcnf",95.12,20.47,31.61,154.5,67.9,27.74,77.29
"cnf18p5.wcnf",691.9,51.97,115.25,153.22,139.91,102.73,136.67
"cnf18p8.wcnf",555.22,165.03,337.38,265.67,116,244.07,58.76
"cnf18t9.wcnf",39.84,14.24,21.95,84.48,82.03,10.97,6.2
"cnf20d10.wcnf",17.01,10.9,16.23,50.91,68.81,12.28,5.76
"cnf20p5.wcnf",624.42,79.86,71.16,122.71,71.4,93.11,194.71
"cnf20p7.wcnf",696.87,111.25,254.07,145.34,136.14,317.53,419.36
"cnf8p7.wcnf",112.91,12.93,10.86,61.36,55.78,8.36,1.87
"cnf9p10.wcnf",180.43,37.01,14.83,94.34,39.99,21.08,5.14
"cnf9p8.wcnf",128.26,11.22,16.77,65.7,37.81,25.35,6.33
"compas_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"compas_train_8_CNF_2_1.wcnf",3600,3600,3600,3600,3600,3600,70.88
"compas_train_9_DNF_3_1.wcnf",1426.79,3600,3600,3600,3600,3600,3600
"credit_train_0_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"credit_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"ctrl.wcnf",47.98,0.08,0.25,1.42,0.39,0.11,0.1
"d4.wcnf",3600,3600,3600,3600,3600,3600,3600
"diabetes.wcnf",3600,3600,3600,3600,3600,3600,3600
"divider-debugdimacs.wcnf",20.55,5.99,1.34,1.53,15.79,104.25,2.39
"divider-problemdimacs_2filtered.wcnf",710.68,40.82,10.76,306.23,133.61,378.19,14.94
"dividers1dimacsfiltered.wcnf",19.4,0.89,0.28,0.62,8.81,1.71,0.79
"dividers9dimacsfiltered.wcnf",83.99,1.44,0.37,0.38,8.5,27.28,1.05
"dp06s06shuffledcnf.wcnf",2.31,1.67,301.8,126.43,367.53,37.17,0.87
"dp07s07shuffledcnf.wcnf",5.05,7.11,1162.59,2182.66,3600,506.51,6.36
"dp43.wcnf",31.57,12.05,3.81,33.99,41.52,16.65,13.2
"extension-enforcement_non-strict_stb_200_005_0_10_3.wcnf",235.28,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_1_10_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_3_10_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_3_10_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_4_10_4.wcnf",934.64,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_01_2_10_1.wcnf",2326.68,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_01_4_10_4.wcnf",108.92,3600,3600,3600,3600,3600,3600
"extension-enforcement_strict_com_100_005_0_30_3.wcnf",304.08,0.43,3600,3600,7.01,3600,2.57
"extension-enforcement_strict_com_150_005_0_15_2.wcnf",81.31,1.45,10.45,45.05,12.11,3600,8
"extension-enforcement_strict_com_150_005_3_30_0.wcnf",319.86,0.74,288.36,263.67,26.21,3600,11.07
"extension-enforcement_strict_com_150_005_4_15_1.wcnf",308.79,0.53,10.35,35.05,17.55,3600,8.35
"extension-enforcement_strict_com_150_02_4_8_3.wcnf",180.13,0.24,3600,3600,6.82,3600,3.64
"extension-enforcement_strict_com_200_005_1_40_1.wcnf",14.33,2.24,2.07,78.29,9.44,3600,19.44
"extension-enforcement_strict_com_200_005_4_20_3.wcnf",879.9,0.82,3600,3600,35.71,3600,25.35
"extension-enforcement_strict_com_200_02_1_10_0.wcnf",9.04,0.34,3600,2302.48,19.17,3600,7.98
"ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf",3.74,5.43,3.02,11.28,8.97,4.34,1.26
"fpu8-problemdimacs_24filtered.wcnf",50.89,5.82,1.65,73.78,73.45,42.54,4.41
"frb35-17-1partial.wcnf",4.13,3600,24.31,15.83,3600,15.8,1.02
"frb35-17-2partial.wcnf",2270.81,3600,21.44,42.9,3600,73.12,10.55
"frb35-17-3partial.wcnf",30.38,3600,3.69,14.36,3600,11.42,1.83
"frb35-17-5partial.wcnf",5.44,3600,57.7,20.2,3600,74.47,14.93
"frb40-19-1partial.wcnf",13.87,3600,47.75,14.64,3600,36.21,6.57
"frb40-19-2partial.wcnf",37.3,3600,26.95,34.56,3600,43.88,18.25
"frb40-19-3partial.wcnf",3600,3600,1019.31,76.54,3600,1813.09,96.73
"frb40-19-4partial.wcnf",262.43,3600,4.29,158.07,3600,362.68,225.9
"frb40-19-5partial.wcnf",82.2,3600,247.41,76.99,3600,818.69,56.25
"ft10-808-1090.wcnf",180.01,71.95,56.38,449.69,219.84,25.96,61.13
"g2_n26e25_n48e52.wcnf",799.69,0.26,0.16,1.51,3.13,0.21,0.15
"g2_n37e45_n71e77.wcnf",50.7,1.32,0.72,5.13,4.99,8.41,0.53
"g2_n38e39_n146e164.wcnf",3600,3600,3600,3600,3600,3600,3600
"g2_n38e52_n53e67.wcnf",3600,54.48,19.25,23.99,13.13,54.52,10.96
"g2_n42e55_n44e53.wcnf",3600,3600,3600,3600,3600,3600,3600
"g2_n44e59_n69e83.wcnf",3600,3422.64,1584.91,191.72,178.22,698.94,444.93
"g2_n45e48_n47e54.wcnf",783.75,177.73,102.93,33.31,46.08,229.42,65.21
"g2_n50e50_n58e61.wcnf",1713.52,18.03,11.85,13.69,10.27,442.05,9.99
"g2_n61e85_n120e154.wcnf",601.19,72.63,147.62,55.11,28.52,3600,42.55
"g2_n67e83_n68e73.wcnf",3600,1200.12,1365.31,264.17,157.65,3600,588.82
"g2_n92e110_n96e105.wcnf",58.29,1.26,1.3,4.67,5.52,41.41,1.03
"g3_n26e25_n27e26_n42e48.wcnf",3600,2869.82,3600,1354.37,872.26,1810.83,2288.34
"g3_n30e43_n32e44_n40e53.wcnf",3600,445.49,1221.81,70.3,62.54,156.1,232.45
"g3_n30e43_n40e53_n44e48.wcnf",3600,520.17,3600,150.62,120.06,192.29,269.55
"g3_n34e43_n59e60_n71e84.wcnf",397.09,150.86,494.44,38.74,35.41,204.89,99.19
"g3_n35e48_n41e57_n56e65.wcnf",3600,408.05,136.05,74.4,100.94,224.27,320.79
"g3_n37e36_n37e35_n39e39.wcnf",1215.27,887.87,2099.53,131.07,91.14,686.01,177.12
"g3_n39e39_n81e90_n91e99.wcnf",4.57,0.19,0.72,4.9,4.39,0.84,0.19
"g3_n39e42_n61e85_n72e77.wcnf",404.48,2126.15,1063.07,122.74,130.73,3475.1,2404.28
"g3_n52e77_n57e74_n58e75.wcnf",3600,10.66,81.22,122.75,23.68,312.87,29.34
"g3_n66e77_n66e72_n94e112.wcnf",3600,112.8,535.86,186.47,238.07,2618.36,51.55
"g3_n66e77_n74e84_n94e112.wcnf",3600,27.1,49.54,62.25,26.35,185.17,13.12
"g3_n67e86_n89e98_n130e150.wcnf",608.17,8.69,288.43,135.07,60.76,3600,2.57
"g4_n47e57_n58e61_n133e169_n141e184.wcnf",162.28,1.19,2.66,6.68,8.59,35.43,0.81
"g4_n58e71_n61e85_n100e127_n104e131.wcnf",411.42,18.33,135.91,22.54,24.3,31.67,12.71
"g4_n69e80_n69e80_n69e80_n79e87.wcnf",10.08,0.61,0.88,4.45,5.6,1,0.49
"g5_n39e38_n43e43_n61e61_n67e68_n82e119.wcnf",707.39,96.56,1196.99,446.34,24.61,151.7,38.8
"g6_n25e24_n28e29_n32e33_n37e37_n38e39_n40e39.wcnf",337.12,49.13,21.38,32.15,44.38,55.36,36.38
"g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf",405.78,47.92,57.44,39.25,67.14,3600,56.22
"g8_n44e59_n44e58_n47e63_n58e76_n67e94_n75e107_n123e161_n133e175.wcnf",566.21,10.82,15.98,18.82,29.49,95.11,10.19
"geffe128_1.wcnf",41.06,174.22,23.06,11.83,3600,3600,7.39
"geffe128_4.wcnf",6.2,350.99,3600,32.9,3600,3600,436.9
"geffe128_5.wcnf",18.8,6.94,11.42,51.38,3600,3600,25.64
"geffe128_8.wcnf",24.68,224.48,427.66,73.39,3600,3600,49.85
"gen_add_4_33.wcnf",25.47,4.63,0.23,3.2,10.58,3600,0.1
"gen_add_5_33.wcnf",1385.99,3.96,3600,3600,154.4,3600,24.47
"gen_cvc-add3-carry2-gadget_33.wcnf",5.68,11.53,2.88,12.37,47.15,3600,0.66
"gen_cvc-add3-carry2-gadget_399.wcnf",4.52,1.67,1.67,6.51,16.1,3600,0.37
"gen_cvc-add3-carry2-gadget_9999.wcnf",2.36,53.7,1.13,7.39,10.5,1978.8,1.3
"gen_cvc-add7to3_9999.wcnf",3600,3600,3600,3600,3600,3600,3600
"gen_cvc-plus_4_33.wcnf",21.51,0.12,0.11,1.01,56.84,3600,0.1
"gen_mult_3_5_399.wcnf",2.95,3600,3600,3600,3600,3600,3600
"gen_mult_3_5_991.wcnf",33.01,3600,3600,3600,3600,3600,3600
"gen_mult_3_5_9999.wcnf",1299.94,3600,3600,3600,3600,3600,3600
"gen_mult_3_6_399.wcnf",2.22,3600,3600,3600,3600,3600,3600
"gen_mult_4_4_9999.wcnf",2.97,3600,3600,1662.24,230.36,3600,3600
"gen_mult_4_5_9999.wcnf",3600,3600,3600,3600,3600,3600,3600
"gen_mult_4_6_299.wcnf",16.15,3600,3600,3600,47.32,3600,8.97
"gen_mult_4_6_991.wcnf",3600,3600,3600,3600,3600,3600,3600
"gen_square_5_299.wcnf",1.76,0.28,0.17,0.17,45.4,3600,0.52
"gen_square_5_399.wcnf",2.99,0.53,3600,3600,54.49,3600,2.58
"GenHyperTW_2bitcomp_5.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_aim-50-1_6-yes1-3.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_dubois21.wcnf",3600,3600,3600,3600,306.62,3600,3600
"GenHyperTW_grid4d_3.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_hole9.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_par8-1-c.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_par8-4-c.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_par8-5-c.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_s208.wcnf",3600,3600,3600,3600,3600,3600,3600
"glass.wcnf",0.45,38.53,202.54,247.57,9.96,3600,61.33
"glass2.wcnf",0.19,11.56,0.12,0.12,0.87,3600,0.47
"GreeceWesternGreeceUniversityInstance4xml.wcnf",3600,3600,3600,3600,3600,3600,3600
"hamming8-2clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"heart_train_0_DNF_2_1.wcnf",11.88,49.39,26.91,27.12,11.38,16.76,2.26
"heart_train_0_DNF_3_1.wcnf",3600,3600,3600,3600,1177.5,3600,3600
"heart-h.wcnf",3600,3600,3600,3600,3600,3600,3600
"heatShock_WT_121_12lpsm-extracted.wcnf",3.16,1.25,14.38,14.32,4.12,3.63,5.67
"heatShock_WT_148_12lpsm-extracted.wcnf",3.02,1.16,14.51,14.33,3.8,4.28,5.58
"heatShock_WT_161_12lpsm-extracted.wcnf",3.07,1.23,14.94,15.4,4.28,3.24,5.65
"heatShock_WT_192_12lpsm-extracted.wcnf",3.17,1.22,14.69,14.47,4.07,3.62,5.51
"heatShock_WT_196_12lpsm-extracted.wcnf",3.15,1.3,15.34,15.33,3.82,3.26,5.6
"heatShock_WT_28_12lpsm-extracted.wcnf",3.37,1.3,14.6,14.94,4,9.11,5.99
"heatShock_WT_30_12lpsm-extracted.wcnf",3.61,1.3,15.11,15.32,3.96,7.81,5.81
"heatShock_WT_36_12lpsm-extracted.wcnf",3.52,1.26,15.47,14.98,3.97,3.61,5.99
"heatShock_WT_42_12lpsm-extracted.wcnf",3.09,1.21,14.51,15.26,4.13,3.79,5.54
"heatShock_WT_43_12lpsm-extracted.wcnf",3.24,1.25,14.07,14.42,3.98,3.95,5.38
"house-votes-84.wcnf",3600,3600,48.2,58.52,71.41,98.7,3600
"hungarian.wcnf",3600,3600,3600,3600,3600,3600,3600
"ilpd_train_4_CNF_2_1.wcnf",1.92,2.03,9.38,6.68,3.59,2.56,0.21
"ionosphere_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"ionosphere_train_1_DNF_1_1.wcnf",0.45,0.01,0.53,5.19,0.21,0.48,0.02
"ionosphere_train_2_CNF_2_1.wcnf",3600,3600,3600,1265.19,230.55,1444.61,996.77
"iris.wcnf",3.86,11.89,691.46,162.1,45.45,1414.09,1.46
"k50-23-49rnapre.wcnf",64.42,45,28.64,33.46,39.83,1.94,0.53
"k50-40-60rnapre.wcnf",56.51,29.52,151.32,99.63,48.02,1.16,0.51
"kbtree9_7_3_5_30_3wcsp.wcnf",56.72,727.87,8.18,17.8,12.49,180.35,67.47
"kbtree9_7_3_5_40_1wcsp.wcnf",376.36,3600,2531.77,3600,996.58,3600,3600
"kbtree9_7_3_5_40_3wcsp.wcnf",95.02,3600,216.88,543.28,486.07,3600,3600
"kbtree9_7_3_5_50_1wcsp.wcnf",71.05,3600,3228.4,3600,690.6,3600,3600
"kbtree9_7_3_5_50_4wcsp.wcnf",138.09,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_50_6wcsp.wcnf",62.06,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_60_1wcsp.wcnf",37.43,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_70_5wcsp.wcnf",61.82,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_80_2wcsp.wcnf",45.33,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_80_5wcsp.wcnf",26.35,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_90_4wcsp.wcnf",12.5,3600,2881.87,1977.81,3600,3600,3600
"kbtree9_7_3_5_90_5wcsp.wcnf",20.32,3600,3600,3600,2270.91,3600,3600
"keller4clq.wcnf",17.04,25.74,14.52,35.74,69.37,5.9,2.54
"keller5clq.wcnf",3600,3600,3216.57,548.83,699.63,3600,3600
"liver-disorder.wcnf",3600,3600,3600,3600,3600,3600,3600
"lupus.wcnf",1.96,0.82,1.42,11.66,6.73,665.68,0.76
"maxcut-140-630-07-15.wcnf",3600,3600,3600,3600,3600,3600,3600
"maxcut-140-630-07-48.wcnf",3600,3600,3600,3600,3600,3600,3600
"maxcut-140-630-08-34.wcnf",3600,3600,3600,3600,3600,3600,3600
"maxcut-140-630-08-36.wcnf",3600,3600,3600,3600,3600,3600,3600
"mem_ctrl-debugdimacs.wcnf",19.63,2.73,1.15,1.27,27.48,27.62,1.85
"mem_ctrl1dimacsfiltered.wcnf",40.36,49.31,5.67,7.29,163.15,3600,17.54
"MinFill_R0_miles1500.wcnf",533.76,530.71,3600,3600,3600,3600,3600
"MinFill_R0_mulsoli2.wcnf",369.18,3600,3600,3600,2133.11,3600,3600
"MinFill_R0_mulsoli3.wcnf",412.03,3600,3600,3600,1364.15,3600,3600
"MinFill_R0_mulsoli4.wcnf",436.07,3600,3600,3600,3600,3600,3600
"MinFill_R0_myciel4.wcnf",1.47,4.67,3600,3600,3600,2255.93,1.29
"MinFill_R0_myciel5.wcnf",211.93,3600,3600,3600,3600,3600,3600
"MinFill_R0_myciel6.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_myciel7.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen11_11.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen6_6.wcnf",3600,3600,3600,3600,3600,3600,3600
