"InstanceName","MaxHS","maxino2018","Open-WBO-g","Open-WBO-ms","Open-WBO-ms-pre","QMaxSAT2018","UWrMaxSat-1.0"
"AES2-74-11.wcnf",2340.56,11.98,42.42,47.57,151.95,3600,12.2
"AES2-74-73.wcnf",6.81,2.45,104.12,120.71,36.37,3600,2.97
"apt-cudf-universe0ea62c_l1.wcnf",2.76,0.07,0.07,0.09,0.17,3600,0.36
"atcoss_mesat_01.wcnf",57.38,43.61,163.4,309.46,131.93,58.15,45.53
"atcoss_mesat_03.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_mesat_04.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_mesat_05.wcnf",2237.18,3600,3600,3600,3600,3600,3600
"atcoss_mesat_06.wcnf",84.42,78.37,318.92,458.97,125.13,286.76,56.21
"atcoss_mesat_10.wcnf",2960.04,1203.97,3600,44.41,587.43,1381.45,525.91
"atcoss_mesat_12.wcnf",8.15,6.5,48.73,84.97,35.73,56.78,7.67
"atcoss_mesat_18.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_01.wcnf",36.71,30.84,64.17,120.12,91.34,15.95,31.24
"atcoss_sugar_02.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_04.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_05.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_12.wcnf",195.43,17.05,1.32,2479.57,116.29,29.91,17.26
"atcoss_sugar_15.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_18.wcnf",3600,3600,3600,3600,3600,3600,3600
"atcoss_sugar_19.wcnf",72.97,129.46,2079.43,102.62,66.43,1454.59,58.74
"australian.wcnf",3600,3600,3600,3600,3600,3600,3600
"b14_C-mbd14-0225.wcnf",1374.93,175.13,24.09,45.81,141.33,3090.08,24.9
"b14_C-mbd14-0307.wcnf",102.89,185.16,25.41,33.98,133.89,423.09,8.48
"b14-s_PathRelaxation_FS_14.wcnf",0.27,0.08,0.49,9.53,0.12,22.82,0.09
"b14-s_PathRelaxation_FS_16.wcnf",0.28,0.07,1.81,4.64,0.13,26.53,0.09
"b14-s_PathRelaxation_FS_25.wcnf",0.09,0.09,0.41,8.45,3.1,33.07,0.09
"b14-s_PathRelaxation_FS_46.wcnf",0.23,0.06,0.7,9.2,3.06,34.97,0.09
"b14-s_PathRelaxation_Set_FS_47.wcnf",4.18,0.82,5.4,28.53,4.55,368.67,0.68
"b17_C-mbd14-0304.wcnf",2.48,0.29,0.42,0.45,0.55,2.99,0.74
"b17_C-mbd14-0370.wcnf",5.77,0.47,0.41,0.43,1.24,22.03,1.16
"b18-s_PathRelaxation_Set_FS_32.wcnf",67.51,24.43,114.74,573.57,102.56,32.72,19.16
"b20_C-mbd14-0255.wcnf",152.27,1.9,4,26.19,16.56,191.57,2.8
"b20_C-mbd14-0328.wcnf",15.44,0.35,1.13,17.86,9.87,15.04,0.73
"b20_C-mbd14-0354.wcnf",37.27,0.65,1.16,23.16,14.21,129.67,1.2
"b21_C-mbd14-0205.wcnf",101.88,0.96,2.36,21.06,15.87,166.41,1.35
"b21_C-mbd14-0217.wcnf",48.81,0.37,1.28,14.89,17.27,17.77,0.9
"b21_C-mbd14-0267.wcnf",33.26,3.32,3.08,21.67,14.35,69.27,1.18
"b21_C-mbd14-0295.wcnf",136.23,13.73,16.64,37.09,66.19,517.92,10.47
"b21_C-mbd14-0349.wcnf",26.2,0.42,1.1,22.77,13.67,17.39,0.82
"b21-s_PathRelaxation_FS_28.wcnf",2.29,0.22,1.98,15.21,7.56,56.89,0.32
"b21-s_PathRelaxation_FS_42.wcnf",4.64,2.06,35.42,29.54,12.78,191.8,0.36
"b21-s_PathRelaxation_FS_47.wcnf",3.67,0.88,46.37,50.52,50.01,72.14,0.38
"b21-s_PathRelaxation_FS_48.wcnf",4.11,0.22,2.59,14.44,5.97,19.25,0.31
"b21-s_PathRelaxation_Set_FS_31.wcnf",15.92,5.89,45.71,232.42,76.51,621.11,2.25
"b22_C-mbd14-0222.wcnf",5.07,0.38,0.71,0.71,11.34,7.01,0.84
"b22_C-mbd14-0223.wcnf",6.34,0.39,0.68,0.7,0.86,15.59,0.75
"b22_C-mbd14-0240.wcnf",16.54,0.51,0.66,0.76,1.64,10.19,1.44
"b22_C-mbd14-0241.wcnf",15.13,0.42,0.74,0.92,8.55,5.84,1.03
"b22_C-mbd14-0300.wcnf",12.56,0.45,0.6,3.77,0.79,6.19,1.09
"bnn-last-layer-f10.wcnf",3600,3600,2918.9,1560.4,3600,3600,3600
"brock200_2clq.wcnf",91.95,42.66,33.97,61.99,35.81,12.97,10.18
"brock400_4clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"c-fat500-2clq.wcnf",31.5,0.41,12.08,16.66,24.03,0.4,0.35
"c5315_F1@0.wcnf",0,0,0,33.32,0.01,3600,0
"c6_DD_s3_f1_e2_v1-bug-fourvec-gate-0dimacsseqfiltered.wcnf",19.11,4.26,1.03,1.15,9.92,473.04,3.34
"causal_n5_i7_N1000_uai13_harddeps_int.wcnf",11.76,7.26,25.9,146.32,52.06,11.2,5.69
"causal_n5_i8_N10000_uai13_harddeps_int.wcnf",19.4,9.8,14.27,107.35,22.52,9.5,6.05
"causal_n5_i9_N10000_uai13_constant_int.wcnf",17.52,2.92,5.72,37.81,8.99,4.17,3.67
"causal_n6_i1_N500_uai13_harddeps_int.wcnf",541.65,428.58,369.32,1126.37,526.29,213.33,112.02
"causal_n6_i3_N500_uai14_harddeps_int.wcnf",16.3,8.53,4.43,28.56,5.72,14.29,2.65
"causal_n6_i8_N1000_uai14_constant_int.wcnf",16.66,2.37,1.07,17.73,8.31,3.21,0.72
"causal_n7_i10_N1000_uai14_constant_int.wcnf",79.68,8.84,9.91,52.12,11.73,49.32,5.98
"causal_n7_i7_N1000_uai14_harddeps_int.wcnf",229,412.52,118.94,230.7,74.03,404.43,405.55
"causal_n7_i8_N1000_uai14_constant_int.wcnf",2.01,0.94,2.41,31.25,9.54,16.6,1.63
"causal_n7_i9_N1000_uai14_harddeps_int.wcnf",186.67,22.84,19.24,74.74,38.82,75.21,18.39
"cleve.wcnf",3600,3600,3600,3600,3600,3600,3600
"cleveland.wcnf",3600,3600,3600,3600,3600,3600,3600
"cloud.wcnf",0.14,3.65,0.21,0.23,0.96,3600,1.41
"cnf_10_center.wcnf",3600,198.46,3600,2079.19,674.3,1890.67,51.76
"cnf_10.wcnf",3600,3600,3600,3600,3600,3600,3600
"cnf_12_center.wcnf",2406.96,46.73,257.14,356.41,113.45,232.33,23.12
"cnf_12.wcnf",3600,3600,3600,3600,3600,3600,3600
"cnf_small.wcnf",3600,3600,3600,3600,3600,3600,3600
"cnf10p8.wcnf",353.47,73.35,32.96,148.85,99.55,24.57,16.24
"cnf12t9.wcnf",25.08,10.22,12.76,74.22,54.42,13.22,3.77
"cnf13p8.wcnf",339.27,55,37.59,110.09,69.56,90.57,15.08
"cnf13p9.wcnf",373.62,234.37,50.81,98.96,85.13,107.25,52.02
"cnf14t7.wcnf",45.28,12.43,12.46,77.35,77.22,9.51,4.32
"cnf15p7.wcnf",621.81,324.58,253.63,233.52,120.3,302.73,40.68
"cnf16p6.wcnf",352.63,49.5,268.12,226.59,132.12,69.42,50.78
"cnf16p7.wcnf",334.06,40.74,79.33,174.34,100.22,31.24,36.51
"cnf17p10.wcnf",1191.9,308.98,423.83,344.69,175.54,644.93,517.41
"cnf18d7.wcnf",13.9,8.68,12.28,42.97,44.86,8.55,4.84
"cnf18p4.wcnf",125.64,20.34,31.52,153.65,67.45,26.88,74.86
"cnf18p5.wcnf",501.56,50.42,112.8,147.58,134.57,95.74,125.85
"cnf18p8.wcnf",509.38,161.59,333.59,240.62,117.24,234.4,54.62
"cnf18t9.wcnf",21.98,13.49,20.45,81,78.72,10.44,6
"cnf20d10.wcnf",17.17,10.47,15.66,47.54,66.74,12.11,5.76
"cnf20p5.wcnf",690.99,80.77,68.52,117.53,70.58,86.08,193.61
"cnf20p7.wcnf",605.85,102.41,243.94,140.22,133.62,280.03,416.47
"cnf8p7.wcnf",101.59,12.83,10.85,61.04,52.89,7.75,1.76
"cnf9p10.wcnf",175.71,34.95,14.67,92.08,39.48,20.46,5.03
"cnf9p8.wcnf",148.98,10.91,16.41,63.15,38.51,26.08,6.23
"compas_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"compas_train_8_CNF_2_1.wcnf",3600,3600,3600,3600,3600,3600,69.78
"compas_train_9_DNF_3_1.wcnf",1444.63,3600,3600,3600,3600,3600,3600
"credit_train_0_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"credit_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"ctrl.wcnf",47.94,0.08,0.25,1.4,0.39,0.11,0.1
"d4.wcnf",3600,3600,3600,3600,3600,3600,3600
"diabetes.wcnf",3600,3600,3600,3600,3600,3600,3600
"divider-debugdimacs.wcnf",20.88,6.05,1.32,1.5,15.79,99.96,2.39
"divider-problemdimacs_2filtered.wcnf",770.55,40.12,10.57,258.04,127.77,378.6,14.75
"dividers1dimacsfiltered.wcnf",19.58,0.88,0.27,0.61,8.86,1.68,0.79
"dividers9dimacsfiltered.wcnf",83.21,1.26,0.37,0.37,8.1,26.15,1
"dp06s06shuffledcnf.wcnf",2.32,1.66,297.44,129.44,366.18,36.66,0.88
"dp07s07shuffledcnf.wcnf",5.13,7.2,1125.14,2076,3600,488.21,6.32
"dp43.wcnf",39.1,12.03,3.69,33.32,40.85,16.29,13.03
"extension-enforcement_non-strict_stb_200_005_0_10_3.wcnf",117.13,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_1_10_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_3_10_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_3_10_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_4_10_4.wcnf",1592.31,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_01_2_10_1.wcnf",950.79,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_01_4_10_4.wcnf",110.05,3600,3600,3600,3600,3600,3600
"extension-enforcement_strict_com_100_005_0_30_3.wcnf",303.7,0.43,3600,3600,6.82,3600,2.55
"extension-enforcement_strict_com_150_005_0_15_2.wcnf",107.91,1.42,10.29,44.03,11.76,3600,7.3
"extension-enforcement_strict_com_150_005_3_30_0.wcnf",318.27,0.71,281.63,247.64,0.27,3600,10.24
"extension-enforcement_strict_com_150_005_4_15_1.wcnf",162.32,0.47,10.04,33.77,16.43,3600,7.63
"extension-enforcement_strict_com_150_02_4_8_3.wcnf",162.55,0.24,3600,3600,6.34,3600,3.22
"extension-enforcement_strict_com_200_005_1_40_1.wcnf",12.9,2.13,1.97,74.09,9.34,3600,18.1
"extension-enforcement_strict_com_200_005_4_20_3.wcnf",490.37,0.74,3600,3600,34.75,3600,22.98
"extension-enforcement_strict_com_200_02_1_10_0.wcnf",7.48,0.33,3600,2204.62,18.19,3600,7.73
"ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf",3.74,5.4,0.61,11.26,0.07,4.3,1.28
"fpu8-problemdimacs_24filtered.wcnf",50.92,5.78,1.64,71.72,3.1,41.59,4.34
"frb35-17-1partial.wcnf",4.08,3600,24.54,15.69,3600,16.11,1.02
"frb35-17-2partial.wcnf",2300.15,3600,21.91,43.93,3600,73,10.61
"frb35-17-3partial.wcnf",27.83,3600,3.64,14.02,3600,11.24,1.81
"frb35-17-5partial.wcnf",5.49,3600,57.96,20.49,3600,74.23,15.23
"frb40-19-1partial.wcnf",14.13,3600,47.63,14.52,3600,35.47,6.53
"frb40-19-2partial.wcnf",37,3600,26.67,34.39,3600,44.55,18.11
"frb40-19-3partial.wcnf",3600,3600,1004.59,75.68,3600,1793.99,98.39
"frb40-19-4partial.wcnf",267.27,3600,4.37,162.78,3600,366.69,230.53
"frb40-19-5partial.wcnf",82.74,3600,245.25,76.16,3600,807.63,55.93
"ft10-808-1090.wcnf",164.15,68.13,53.12,426.45,209.38,25.53,58.14
"g2_n26e25_n48e52.wcnf",2401.39,0.25,0.16,1.51,3.13,0.21,0.15
"g2_n37e45_n71e77.wcnf",58.78,1.31,0.72,5.14,4.97,8.41,0.53
"g2_n38e39_n146e164.wcnf",3600,3600,3600,3600,3600,3600,3600
"g2_n38e52_n53e67.wcnf",3600,54.41,0.01,24.09,13.34,54.5,11.12
"g2_n42e55_n44e53.wcnf",3600,3600,3600,3600,3600,3600,3600
"g2_n44e59_n69e83.wcnf",3600,3050.03,1547.43,189.25,176.76,684.21,434.94
"g2_n45e48_n47e54.wcnf",776.63,177.86,102.03,33.43,46.82,227.09,64.98
"g2_n50e50_n58e61.wcnf",1811.93,17.95,11.82,13.58,10.23,438.1,9.75
"g2_n61e85_n120e154.wcnf",617.4,71.23,146.18,54.95,28.27,3600,42.48
"g2_n67e83_n68e73.wcnf",3600,1145.79,1348.55,260.21,152.78,3600,596.76
"g2_n92e110_n96e105.wcnf",55.09,1.26,1.28,4.68,5.49,41.41,1.02
"g3_n26e25_n27e26_n42e48.wcnf",3600,2804.21,3600,1293.99,861.31,1702.8,2214.3
"g3_n30e43_n32e44_n40e53.wcnf",3600,432.21,1192.27,69.09,61.48,152.05,229.88
"g3_n30e43_n40e53_n44e48.wcnf",3600,495.55,3600,146.68,117.31,187.14,261.4
"g3_n34e43_n59e60_n71e84.wcnf",396.06,148.35,477.05,38.76,35.58,207.33,99.69
"g3_n35e48_n41e57_n56e65.wcnf",3600,401.48,131.95,72.07,97.82,219.15,311.85
"g3_n37e36_n37e35_n39e39.wcnf",1451.22,799.5,2038.8,129.53,90.6,677.04,177.08
"g3_n39e39_n81e90_n91e99.wcnf",4.25,0.2,0.72,4.97,4.28,0.86,0.2
"g3_n39e42_n61e85_n72e77.wcnf",410.78,2056.81,1084.04,122.37,130.98,3464.15,2387.28
"g3_n52e77_n57e74_n58e75.wcnf",3600,10.4,80.58,121.52,23.63,308.21,29.17
"g3_n66e77_n66e72_n94e112.wcnf",3600,111.94,522.01,184.41,238.95,2550.98,50.85
"g3_n66e77_n74e84_n94e112.wcnf",3600,27.26,48.85,62.57,26.75,186.77,13.18
"g3_n67e86_n89e98_n130e150.wcnf",456.75,8.67,291.77,136.11,62.05,3600,2.53
"g4_n47e57_n58e61_n133e169_n141e184.wcnf",166.02,1.17,2.51,6.31,8.39,33.76,0.79
"g4_n58e71_n61e85_n100e127_n104e131.wcnf",399.86,18.26,135.76,21.66,24.11,30.11,12.54
"g4_n69e80_n69e80_n69e80_n79e87.wcnf",9.77,0.6,0.78,4.6,5.39,1,0.48
"g5_n39e38_n43e43_n61e61_n67e68_n82e119.wcnf",678.02,92.8,1151.64,442.94,24.28,152.19,39.28
"g6_n25e24_n28e29_n32e33_n37e37_n38e39_n40e39.wcnf",422.41,48.28,21.29,32,44.22,54.94,35.25
"g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf",435.99,48.17,57.73,39.85,68.01,3600,57.41
"g8_n44e59_n44e58_n47e63_n58e76_n67e94_n75e107_n123e161_n133e175.wcnf",285.26,10.56,15.62,18.49,29.29,96.21,10.16
"geffe128_1.wcnf",41.21,167.59,23.38,11.98,3600,3600,7.36
"geffe128_4.wcnf",6.19,343,3600,33.88,3600,3600,435.45
"geffe128_5.wcnf",18.47,6.83,11.22,50.55,3600,3600,26.17
"geffe128_8.wcnf",24.98,226.63,430.58,74.41,3600,3600,48.09
"gen_add_4_33.wcnf",24.98,4.51,0.22,3.11,10.4,3600,0.1
"gen_add_5_33.wcnf",1359.13,3.93,3600,3600,146.73,3600,24.23
"gen_cvc-add3-carry2-gadget_33.wcnf",5.68,11.25,2.86,12.25,46.61,3600,0.65
"gen_cvc-add3-carry2-gadget_399.wcnf",4.52,1.66,1.66,6.53,16,3600,0.37
"gen_cvc-add3-carry2-gadget_9999.wcnf",2.38,53.3,1.12,7.34,10.49,1911.66,1.29
"gen_cvc-add7to3_9999.wcnf",3600,3600,3600,3600,3600,3600,3600
"gen_cvc-plus_4_33.wcnf",21.33,0.12,0.12,1,56.23,3600,0.1
"gen_mult_3_5_399.wcnf",2.99,3600,3600,3600,3600,3600,3600
"gen_mult_3_5_991.wcnf",33.35,3600,3600,3600,3600,3600,3600
"gen_mult_3_5_9999.wcnf",1281.37,3600,3600,3600,3600,3600,3600
"gen_mult_3_6_399.wcnf",2.2,3600,3600,3600,3600,3600,3600
"gen_mult_4_4_9999.wcnf",2.98,3600,3600,1588.57,217.28,3600,3600
"gen_mult_4_5_9999.wcnf",3600,3600,3600,3600,3600,3600,3600
"gen_mult_4_6_299.wcnf",16.35,3600,3600,3600,47.23,3600,8.81
"gen_mult_4_6_991.wcnf",3600,3600,3600,3600,3600,3600,3600
"gen_square_5_299.wcnf",1.74,0.27,0.16,0.17,45.58,3600,0.52
"gen_square_5_399.wcnf",3,0.52,3600,3600,0.14,3600,2.49
"GenHyperTW_2bitcomp_5.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_aim-50-1_6-yes1-3.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_dubois21.wcnf",3600,3600,3600,3600,294.7,3600,3600
"GenHyperTW_grid4d_3.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_hole9.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_par8-1-c.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_par8-4-c.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_par8-5-c.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_s208.wcnf",3600,3600,3600,3600,3600,3600,3600
"glass.wcnf",0.45,37.77,200.32,244.17,9.91,3600,60.78
"glass2.wcnf",0.19,11.53,0.12,0.02,0.84,3600,0.47
"GreeceWesternGreeceUniversityInstance4xml.wcnf",3600,3600,3600,3600,3600,3600,3600
"hamming8-2clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"heart_train_0_DNF_2_1.wcnf",11.96,49.29,27.42,27.73,11.24,16.28,2.24
"heart_train_0_DNF_3_1.wcnf",3600,3600,3600,3600,1155.65,3600,3600
"heart-h.wcnf",3600,3600,3600,3600,3600,3600,3600
"heatShock_WT_121_12lpsm-extracted.wcnf",3.04,1.15,13.48,13.77,3.92,3.31,5.73
"heatShock_WT_148_12lpsm-extracted.wcnf",2.82,1.11,13.45,13.68,3.63,4.14,5.44
"heatShock_WT_161_12lpsm-extracted.wcnf",2.93,1.14,14.29,14.45,4.1,2.78,5.65
"heatShock_WT_192_12lpsm-extracted.wcnf",3.04,1.17,13.68,13.76,3.82,3.28,5.6
"heatShock_WT_196_12lpsm-extracted.wcnf",3.05,1.18,14.5,14.77,3.7,2.93,5.63
"heatShock_WT_28_12lpsm-extracted.wcnf",3.22,1.24,13.74,13.98,3.88,7.91,6
"heatShock_WT_30_12lpsm-extracted.wcnf",3.42,1.26,14.57,14.61,3.89,6.7,5.79
"heatShock_WT_36_12lpsm-extracted.wcnf",3.37,1.26,14.6,15.23,0.03,3.66,5.98
"heatShock_WT_42_12lpsm-extracted.wcnf",3.02,1.17,14.73,14.81,4.1,3.69,5.54
"heatShock_WT_43_12lpsm-extracted.wcnf",3.15,1.17,13.95,14.16,0.23,3.99,5.37
"house-votes-84.wcnf",3600,3600,48.09,60.03,71.41,98.9,3600
"hungarian.wcnf",3600,3600,3600,3600,3600,3600,3600
"ilpd_train_4_CNF_2_1.wcnf",1.87,2.08,9.33,6.83,3.66,2.56,0.21
"ionosphere_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"ionosphere_train_1_DNF_1_1.wcnf",0.44,0.01,0.54,5.26,0.22,0.5,0.02
"ionosphere_train_2_CNF_2_1.wcnf",3600,3600,3600,1256.58,229.69,1423.49,1017.43
"iris.wcnf",3.88,11.85,679.93,161.37,45.18,1372.8,1.46
"k50-23-49rnapre.wcnf",64.17,44.98,28,32.69,39.66,1.94,0.53
"k50-40-60rnapre.wcnf",56.32,29.51,149.7,98.69,47.88,1.16,0.51
"kbtree9_7_3_5_30_3wcsp.wcnf",65.8,709.84,8.38,18.28,12.74,178.78,69.21
"kbtree9_7_3_5_40_1wcsp.wcnf",381.35,3600,2509.91,3600,986.14,3600,3600
"kbtree9_7_3_5_40_3wcsp.wcnf",94.32,3600,215.79,544.22,509.08,3600,3600
"kbtree9_7_3_5_50_1wcsp.wcnf",70.83,3600,3219.28,3600,703.06,3600,3600
"kbtree9_7_3_5_50_4wcsp.wcnf",138.83,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_50_6wcsp.wcnf",62.01,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_60_1wcsp.wcnf",37.52,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_70_5wcsp.wcnf",61.03,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_80_2wcsp.wcnf",45.27,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_80_5wcsp.wcnf",26.11,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_90_4wcsp.wcnf",12.66,3600,2845.92,1953.28,3600,3600,3600
"kbtree9_7_3_5_90_5wcsp.wcnf",20.47,3600,3600,3600,2206.3,3600,3600
"keller4clq.wcnf",17.04,25.58,14.53,35.55,70.1,5.91,2.52
"keller5clq.wcnf",3600,3600,3129.54,560.17,713.5,3600,3600
"liver-disorder.wcnf",3600,3600,3600,3600,3600,3600,3600
"lupus.wcnf",1.96,0.83,1.41,11.57,6.73,648.37,0.76
"maxcut-140-630-07-15.wcnf",3600,3600,3600,3600,3600,3600,3600
"maxcut-140-630-07-48.wcnf",3600,3600,3600,3600,3600,3600,3600
"maxcut-140-630-08-34.wcnf",3600,3600,3600,3600,3600,3600,3600
"maxcut-140-630-08-36.wcnf",3600,3600,3600,3600,3600,3600,3600
"mem_ctrl-debugdimacs.wcnf",19.51,2.58,1.04,1.22,26.66,26.39,1.83
"mem_ctrl1dimacsfiltered.wcnf",39.95,47.9,0.15,7.23,139.8,3600,17.13
"MinFill_R0_miles1500.wcnf",875.34,497.46,3600,3600,3600,3600,3600
"MinFill_R0_mulsoli2.wcnf",367.82,3600,3600,3600,2102.72,3600,3600
"MinFill_R0_mulsoli3.wcnf",390.13,3600,3600,3600,1343.72,3600,3600
"MinFill_R0_mulsoli4.wcnf",447.28,3600,3600,3600,3600,3600,3600
"MinFill_R0_myciel4.wcnf",1.45,4.56,3600,3600,3600,2238.18,1.27
"MinFill_R0_myciel5.wcnf",287.32,3600,3600,3600,3600,3600,3600
"MinFill_R0_myciel6.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_myciel7.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen11_11.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen6_6.wcnf",3600,3600,3600,3600,3600,3600,3600
