"InstanceName","MaxHS","maxino2018","Open-WBO-g","Open-WBO-ms","Open-WBO-ms-pre","QMaxSAT2018","UWrMaxSat-1.0"
"c6_DD_s3_f1_e2_v1-bug-fourvec-gate-0dimacsseqfiltered.wcnf",19.33,4.44,1.08,1.23,10.68,497.64,3.32
"causal_n5_i7_N1000_uai13_harddeps_int.wcnf",12.22,7.94,27.86,175.69,56.15,12.47,6.24
"causal_n5_i8_N10000_uai13_harddeps_int.wcnf",14.88,10.53,15.34,122.16,24.28,10.75,6.3
"causal_n5_i9_N10000_uai13_constant_int.wcnf",20.25,3.24,6.11,45.55,9.35,4.82,3.89
"causal_n6_i1_N500_uai13_harddeps_int.wcnf",675.85,481.05,425.63,1239.84,645.58,229.67,117.66
"causal_n6_i3_N500_uai14_harddeps_int.wcnf",16.39,8.75,4.63,30.54,5.82,14.9,2.72
"causal_n6_i8_N1000_uai14_constant_int.wcnf",16.92,2.41,1.11,18.39,8.49,3.37,0.73
"causal_n7_i10_N1000_uai14_constant_int.wcnf",81.2,9.42,10.98,56.52,12.1,53.89,6.1
"causal_n7_i7_N1000_uai14_harddeps_int.wcnf",218.3,437.32,131.98,257.73,75.73,443.81,437.42
"causal_n7_i8_N1000_uai14_constant_int.wcnf",2.1,1.01,2.65,34.27,9.77,18.12,1.79
"causal_n7_i9_N1000_uai14_harddeps_int.wcnf",235.08,23.73,20.81,82.45,39.75,85.6,20.36
"cleve.wcnf",3600,3600,3600,3600,3600,3600,3600
"cleveland.wcnf",3600,3600,3600,3600,3600,3600,3600
"cloud.wcnf",0.13,3.62,0.2,0.24,0.94,3600,1.42
"cnf_10_center.wcnf",3600,213.47,3600,2381.91,682.72,2153,52.78
"cnf_10.wcnf",3600,3600,3600,3600,3600,3600,3600
"cnf_12_center.wcnf",2191.58,48.15,280.25,395.79,115.01,259.84,23.61
"cnf_12.wcnf",3600,3600,3600,3600,3600,3600,3600
"cnf_small.wcnf",3600,3600,3600,3600,3600,3600,3600
"cnf10p8.wcnf",397.53,78.01,35.1,157.34,103.34,26.4,17.01
"cnf12t9.wcnf",16.6,10.97,13.7,80.99,57.68,14.55,3.97
"cnf13p8.wcnf",373.62,57.49,39.73,116.41,71.93,99.96,15.83
"cnf13p9.wcnf",334.69,252.38,54.57,105.45,90.56,117.78,53.96
"cnf14t7.wcnf",28.17,13.16,13.51,80.19,79.62,10.47,4.54
"cnf15p7.wcnf",697.16,345.16,271.59,250.6,125.32,367.47,42
"cnf16p6.wcnf",287.78,53.12,295.82,260.47,141.01,84.71,52.96
"cnf16p7.wcnf",408.87,43.99,84.16,183.36,106.15,35.09,38.55
"cnf17p10.wcnf",1147.1,334.8,462.53,367.9,179.43,781.8,568.56
"cnf18d7.wcnf",29.94,9.18,13.05,46.54,46.47,9.5,5.14
"cnf18p4.wcnf",146.6,21.88,33.85,164.77,69.62,29.14,79.24
"cnf18p5.wcnf",582.6,53.37,123.24,167.83,143.09,115.49,139.91
"cnf18p8.wcnf",441.24,183.02,373.19,283.05,127.08,279.16,62.31
"cnf18t9.wcnf",24.55,15.43,23.84,91.71,88.56,12.06,6.43
"cnf20d10.wcnf",15.66,12.05,17.2,54.11,70.63,12.96,5.85
"cnf20p5.wcnf",812.04,86.02,78.7,128.32,73.33,101.12,203.09
"cnf20p7.wcnf",590.16,112.36,281.42,149.68,139.77,332.49,439.12
"cnf8p7.wcnf",82.8,13.45,11.48,64.31,54.91,8.84,1.95
"cnf9p10.wcnf",292.78,37.26,15.95,98.62,41.09,21.79,5.17
"cnf9p8.wcnf",147.09,11.32,16.96,68.53,39.43,28.11,6.43
"compas_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"compas_train_8_CNF_2_1.wcnf",3600,3600,3600,3600,3600,3600,73.76
"compas_train_9_DNF_3_1.wcnf",1473.77,3600,3600,3600,3600,3600,3600
"credit_train_0_CNF_4_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"credit_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"ctrl.wcnf",49.88,0.07,0.24,1.4,0.41,0.11,0.1
"d4.wcnf",3600,3600,3600,3600,3600,3600,3600
"diabetes.wcnf",3600,3600,3600,3600,3600,3600,3600
"divider-debugdimacs.wcnf",20.93,5.97,1.33,1.52,15.99,106.2,2.4
"divider-problemdimacs_2filtered.wcnf",758.32,43.2,10.98,320.22,137.64,386.32,15.35
"dividers1dimacsfiltered.wcnf",19.51,0.9,0.28,0.66,9.18,1.75,0.81
"dividers9dimacsfiltered.wcnf",83.83,1.46,0.38,0.38,8.72,28.02,1.06
"dp06s06shuffledcnf.wcnf",2.34,1.71,319.39,136.34,388.82,38.62,0.89
"dp07s07shuffledcnf.wcnf",5.15,7.26,1205.28,2322.07,3600,543.54,6.43
"dp43.wcnf",45.34,12.59,3.94,35.92,42.87,18.21,13.54
"extension-enforcement_non-strict_stb_200_005_0_10_3.wcnf",244.78,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_1_10_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_3_10_0.wcnf",3600,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_3_10_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_005_4_10_4.wcnf",1504.92,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_01_2_10_1.wcnf",1317.31,3600,3600,3600,3600,3600,3600
"extension-enforcement_non-strict_stb_200_01_4_10_4.wcnf",109.8,3600,3600,3600,3600,3600,3600
"extension-enforcement_strict_com_100_005_0_30_3.wcnf",235.22,0.45,3600,3600,7.16,3600,2.54
"extension-enforcement_strict_com_150_005_0_15_2.wcnf",112.47,1.6,10.79,46.36,12.87,3600,8.9
"extension-enforcement_strict_com_150_005_3_30_0.wcnf",322.34,0.8,306.07,284.38,26.76,3600,12.44
"extension-enforcement_strict_com_150_005_4_15_1.wcnf",308.34,0.6,10.62,35.78,17.99,3600,8.93
"extension-enforcement_strict_com_150_02_4_8_3.wcnf",223.92,0.27,3600,3600,6.92,3600,3.98
"extension-enforcement_strict_com_200_005_1_40_1.wcnf",15.3,2.29,2.14,82.39,9.39,3600,19.84
"extension-enforcement_strict_com_200_005_4_20_3.wcnf",725.35,0.82,3600,3600,36.3,3600,26.33
"extension-enforcement_strict_com_200_02_1_10_0.wcnf",9.64,0.34,3600,2467.85,19.27,3600,8.14
"ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf",3.72,5.36,2.98,11.4,9.04,4.52,1.28
"fpu8-problemdimacs_24filtered.wcnf",50.88,5.98,1.66,73.4,76.57,42.9,4.48
"frb35-17-1partial.wcnf",4.13,3600,25.22,15.87,3600,16.33,1.04
"frb35-17-2partial.wcnf",70.58,3600,21.69,44.07,3600,73.54,10.57
"frb35-17-3partial.wcnf",49.44,3600,3.65,14.17,3600,11.67,1.85
"frb35-17-5partial.wcnf",5.65,3600,58.59,20.92,3600,75.98,15.15
"frb40-19-1partial.wcnf",14.1,3600,47.4,14.68,3600,35.6,6.45
"frb40-19-2partial.wcnf",36.52,3600,26.41,34.13,3600,45.2,18.51
"frb40-19-3partial.wcnf",3600,3600,1009.29,77.1,3600,1821.32,97.16
"frb40-19-4partial.wcnf",265.59,3600,4.34,160.3,3600,378.25,233.95
"frb40-19-5partial.wcnf",85.13,3600,250.52,78.25,3600,854.06,56.44
"ft10-808-1090.wcnf",198.82,78.45,61.15,480.53,230.56,27.55,65.8
"g2_n26e25_n48e52.wcnf",1002.52,0.25,0.16,1.52,3.15,0.22,0.15
"g2_n37e45_n71e77.wcnf",49.17,1.32,0.73,5.19,0.77,8.3,0.53
"g2_n38e39_n146e164.wcnf",3600,3600,3600,3600,3600,3600,3600
"g2_n38e52_n53e67.wcnf",3600,54.49,19.21,24.08,13.33,54.52,11.12
"g2_n42e55_n44e53.wcnf",3600,3600,3600,3600,3600,3600,3600
"g2_n44e59_n69e83.wcnf",3600,3600,1561.98,185.19,174.07,681.25,442.83
"g2_n45e48_n47e54.wcnf",771,182.18,104.84,33.45,46.65,235.12,65.13
"g2_n50e50_n58e61.wcnf",1851.42,17.95,11.82,13.59,10.25,441.26,10.08
"g2_n61e85_n120e154.wcnf",604.97,73.85,150.76,55.18,28.44,3600,42.78
"g2_n67e83_n68e73.wcnf",3600,1191.48,1364.88,265.79,156.05,3600,606.53
"g2_n92e110_n96e105.wcnf",58.05,1.27,1.31,4.72,5.54,41.81,1.03
"g3_n26e25_n27e26_n42e48.wcnf",3600,2955.29,3600,1352.27,917.29,1886.68,2269.46
"g3_n30e43_n32e44_n40e53.wcnf",3600,448.48,1250.29,70.64,62.93,157.28,234.28
"g3_n30e43_n40e53_n44e48.wcnf",3600,520.38,3600,148.64,121.34,194.34,270.86
"g3_n34e43_n59e60_n71e84.wcnf",399.09,148.83,495.62,38.17,35.09,203.13,98.24
"g3_n35e48_n41e57_n56e65.wcnf",3600,408.27,136.37,74.6,101.12,221.53,322.65
"g3_n37e36_n37e35_n39e39.wcnf",1369.13,942.46,2168.04,133.66,92.29,694.85,177.06
"g3_n39e39_n81e90_n91e99.wcnf",4.31,0.2,0.72,5.01,4.3,0.86,0.2
"g3_n39e42_n61e85_n72e77.wcnf",378.93,2118.03,1110.93,119.74,128.09,3600,2367.17
"g3_n52e77_n57e74_n58e75.wcnf",3600,10.69,83.88,127.88,24.42,323.57,30.25
"g3_n66e77_n66e72_n94e112.wcnf",3600,114.28,538.19,187.75,233.29,2740.16,50.77
"g3_n66e77_n74e84_n94e112.wcnf",3600,27.1,48.66,62.03,0.01,191.2,13.18
"g3_n67e86_n89e98_n130e150.wcnf",486.89,8.65,296.81,135.98,62.83,3600,2.58
"g4_n47e57_n58e61_n133e169_n141e184.wcnf",159.03,1.19,2.57,6.47,8.51,34.3,0.8
"g4_n58e71_n61e85_n100e127_n104e131.wcnf",438.77,18.74,139.39,22.46,24.44,31.56,12.75
"g4_n69e80_n69e80_n69e80_n79e87.wcnf",10.08,0.62,0.93,4.71,5.61,1.02,0.5
"g5_n39e38_n43e43_n61e61_n67e68_n82e119.wcnf",679.07,96.62,1202.48,451.06,24.65,153.12,39.89
"g6_n25e24_n28e29_n32e33_n37e37_n38e39_n40e39.wcnf",342.29,48.75,21.5,32.14,44.63,55.92,36.59
"g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf",441.81,47.93,58,40.3,68.32,3600,57.72
"g8_n44e59_n44e58_n47e63_n58e76_n67e94_n75e107_n123e161_n133e175.wcnf",649.25,10.76,15.96,18.9,29.79,96.99,10.31
"geffe128_1.wcnf",41.37,178.37,23.49,11.93,3600,3600,7.28
"geffe128_4.wcnf",6.2,357.14,3600,33.16,3600,3600,448.58
"geffe128_5.wcnf",18.53,6.88,11.31,51.16,3600,3600,26.32
"geffe128_8.wcnf",25.17,233.88,444.45,75.72,3600,3600,50.19
"gen_add_4_33.wcnf",25.3,4.58,0.23,3.18,10.44,3600,0.1
"gen_add_5_33.wcnf",1399.56,3.97,3600,3600,157.21,3600,24.57
"gen_cvc-add3-carry2-gadget_33.wcnf",5.7,11.56,2.88,12.36,47.22,3600,0.66
"gen_cvc-add3-carry2-gadget_399.wcnf",4.54,1.71,1.67,6.52,16.17,3600,0.37
"gen_cvc-add3-carry2-gadget_9999.wcnf",2.35,54.77,1.12,7.42,10.42,2020.33,1.31
"gen_cvc-add7to3_9999.wcnf",3600,3600,3600,3600,3600,3600,3600
"gen_cvc-plus_4_33.wcnf",21.29,0.13,0.12,1.01,56.25,3600,0.1
"gen_mult_3_5_399.wcnf",2.95,3600,3600,3600,3600,3600,3600
"gen_mult_3_5_991.wcnf",33.11,3600,3600,3600,3600,3600,3600
"gen_mult_3_5_9999.wcnf",1312.86,3600,3600,3600,3600,3600,3600
"gen_mult_3_6_399.wcnf",2.23,3600,3600,3600,3600,3600,3600
"gen_mult_4_4_9999.wcnf",2.97,3600,3600,1699.21,226.19,3600,3600
"gen_mult_4_5_9999.wcnf",3600,3600,3600,3600,3600,3600,3600
"gen_mult_4_6_299.wcnf",16.24,3600,3600,3600,47.52,3600,9.14
"gen_mult_4_6_991.wcnf",3600,3600,3600,3600,3600,3600,3600
"gen_square_5_299.wcnf",1.75,0.27,0.17,0.17,45.41,3600,0.51
"gen_square_5_399.wcnf",3.01,0.53,3600,3600,54.55,3600,2.53
"GenHyperTW_2bitcomp_5.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_aim-50-1_6-yes1-3.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_dubois21.wcnf",3600,3600,3600,3600,306.56,3600,3600
"GenHyperTW_grid4d_3.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_hole9.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_par8-1-c.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_par8-4-c.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_par8-5-c.wcnf",3600,3600,3600,3600,3600,3600,3600
"GenHyperTW_s208.wcnf",3600,3600,3600,3600,3600,3600,3600
"glass.wcnf",0.45,38.63,199.04,247.45,10.1,3600,61.61
"glass2.wcnf",0.19,11.43,0.12,0.12,0.87,3600,0.48
"GreeceWesternGreeceUniversityInstance4xml.wcnf",3600,3600,3600,3600,3600,3600,3600
"hamming8-2clq.wcnf",3600,3600,3600,3600,3600,3600,3600
"heart_train_0_DNF_2_1.wcnf",12.16,49.66,28.04,28.18,11.17,16.84,2.23
"heart_train_0_DNF_3_1.wcnf",3600,3600,3600,3600,1155.65,3600,3600
"heart-h.wcnf",3600,3600,3600,3600,3600,3600,3600
"heatShock_WT_121_12lpsm-extracted.wcnf",3.1,1.27,14.65,15.38,4.23,4,5.69
"heatShock_WT_148_12lpsm-extracted.wcnf",3.06,1.24,14.44,0.11,3.92,4.72,5.47
"heatShock_WT_161_12lpsm-extracted.wcnf",3.23,1.26,15.25,15.99,4.34,3.43,5.73
"heatShock_WT_192_12lpsm-extracted.wcnf",3.28,1.26,14.67,15.53,0.2,3.89,5.63
"heatShock_WT_196_12lpsm-extracted.wcnf",3.37,1.35,16.11,16.23,3.86,3.34,5.68
"heatShock_WT_28_12lpsm-extracted.wcnf",3.42,1.3,15.32,15.46,4.06,10.32,6.06
"heatShock_WT_30_12lpsm-extracted.wcnf",3.74,1.37,15.64,16.24,4.08,8.41,5.84
"heatShock_WT_36_12lpsm-extracted.wcnf",3.6,1.35,15.5,15.81,4.06,3.89,5.98
"heatShock_WT_42_12lpsm-extracted.wcnf",3.16,1.24,15.51,16.32,4.29,4.06,5.58
"heatShock_WT_43_12lpsm-extracted.wcnf",3.26,1.28,14.8,14.49,3.99,4.16,5.35
"house-votes-84.wcnf",3600,3600,47.48,60.31,72.1,97.33,3600
"hungarian.wcnf",3600,3600,3600,3600,3600,3600,3600
"ilpd_train_4_CNF_2_1.wcnf",1.87,2.09,9.47,6.89,3.67,2.53,0.2
"ionosphere_train_1_CNF_5_1.wcnf",3600,3600,3600,3600,3600,3600,3600
"ionosphere_train_1_DNF_1_1.wcnf",0.45,0.01,0.54,5.32,0.22,0.49,0.02
"ionosphere_train_2_CNF_2_1.wcnf",3600,3600,3600,1309.04,236.74,1501.2,1057.59
"iris.wcnf",3.87,12.01,721.91,166.27,46.78,1456.25,1.46
"k50-23-49rnapre.wcnf",65.16,46.04,29.03,33.27,40.19,1.99,0.53
"k50-40-60rnapre.wcnf",57.36,30.25,157.25,102.78,48.57,1.17,0.51
"kbtree9_7_3_5_30_3wcsp.wcnf",71.83,765.87,8.28,18.17,12.66,180.57,70.08
"kbtree9_7_3_5_40_1wcsp.wcnf",200.78,3600,2593.96,3600,1021.84,3600,3600
"kbtree9_7_3_5_40_3wcsp.wcnf",95.19,3600,217.79,545.55,491.12,3600,3600
"kbtree9_7_3_5_50_1wcsp.wcnf",71.72,3600,3340.32,3600,707.95,3600,3600
"kbtree9_7_3_5_50_4wcsp.wcnf",137.74,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_50_6wcsp.wcnf",62.85,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_60_1wcsp.wcnf",37.64,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_70_5wcsp.wcnf",62.11,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_80_2wcsp.wcnf",44.97,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_80_5wcsp.wcnf",26.33,3600,3600,3600,3600,3600,3600
"kbtree9_7_3_5_90_4wcsp.wcnf",12.58,3600,2936.51,2089.45,3600,3600,3600
"kbtree9_7_3_5_90_5wcsp.wcnf",20.48,3600,3600,3600,2277.71,3600,3600
"keller4clq.wcnf",16.98,26.11,14.49,35.8,68.54,5.93,2.54
"keller5clq.wcnf",3600,3600,3227.73,573.11,735.42,3600,3600
"liver-disorder.wcnf",3600,3600,3600,3600,3600,3600,3600
"lupus.wcnf",1.96,0.82,1.45,11.68,6.75,665.93,0.77
"maxcut-140-630-07-15.wcnf",3600,3600,3600,3600,3600,3600,3600
"maxcut-140-630-07-48.wcnf",3600,3600,3600,3600,3600,3600,3600
"maxcut-140-630-08-34.wcnf",3600,3600,3600,3600,3600,3600,3600
"maxcut-140-630-08-36.wcnf",3600,3600,3600,3600,3600,3600,3600
"mem_ctrl-debugdimacs.wcnf",19.63,2.71,1.13,1.3,27.26,28.07,1.9
"mem_ctrl1dimacsfiltered.wcnf",40.64,48.7,5.66,7.35,159.09,3600,17.6
"MinFill_R0_miles1500.wcnf",906.48,551.24,3600,3600,3600,3600,3600
"MinFill_R0_mulsoli2.wcnf",398.47,3600,3600,3600,2339.08,3600,3600
"MinFill_R0_mulsoli3.wcnf",392.89,3600,3600,3600,1512.42,3600,3600
"MinFill_R0_mulsoli4.wcnf",422.94,3600,3600,3600,3600,3600,3600
"MinFill_R0_myciel4.wcnf",1.47,4.61,3600,3600,3600,2393.05,1.28
"MinFill_R0_myciel5.wcnf",231.73,3600,3600,3600,3600,3600,3600
"MinFill_R0_myciel6.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_myciel7.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen11_11.wcnf",3600,3600,3600,3600,3600,3600,3600
"MinFill_R0_queen6_6.wcnf",3600,3600,3600,3600,3600,3600,3600
