@relation R_data_frame
@attribute instance_id string
@attribute repetition numeric
@attribute fold numeric
@data
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,9
hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,5
aaai10-planning-ipc5-pathways-17-step20.cnf,1,4
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3045-NOTKNOWN.cnf,1,6
UR-20-10p0.cnf,1,5
smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,1
9dlx_vliw_at_b_iq6used-assat04-347.cnf,1,8
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1035-NOTKNOWN.cnf,1,1
slp-synthesis-aes-bottom13.cnf,1,9
aes_128_10_keyfind_1.cnf,1,5
E02F20.cnf,1,2
rand_net70-60-10shuffled.cnf,1,6
smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,6
dated-5-13-u.cnf,1,3
SAT_datk45.cnf,1,10
sokoban-sequential-p145-microban-sequential080-SAT.cnf,1,2
slp-synthesis-aes-bottom24.cnf,1,5
velev-pipe-o-uns-11-6.cnf,1,9
sokoban-sequential-p145-microban-sequential050-NOTKNOWN.cnf,1,8
sokoban-sequential-p145-microban-sequential070-NOTKNOWN.cnf,1,1
dated-10-17-u.cnf,1,9
hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,7
smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,4
E02F17.cnf,1,1
slp-synthesis-aes-bottom23.cnf,1,5
total-10-17-u.cnf,1,3
maxxor032.cnf,1,4
AProVE11-10.cnf,1,5
partial-5-11-u.cnf,1,8
slp-synthesis-aes-bottom22.cnf,1,8
maxxororand064.cnf,1,8
manol-pipe-c10nidw.cnf,1,7
hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,4
slp-synthesis-aes-bottom26.cnf,1,4
driverlog3_v01arenamed-assat05-3963.cnf,1,3
traffic_3_uc_sat.cnf,1,7
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed040-NOTKNOWN.cnf,1,1
rand_net60-30-1shuffled.cnf,1,9
SAT_datk80.cnf,1,7
gss-16-s100.cnf,1,9
smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,9
ibm-2004-23-k100.cnf,1,1
SAT_datk85.cnf,1,3
aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,2
smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,6
rbcl_xits_15_SAT.cnf,1,5
UTI-20-10t1.cnf,1,8
aes_64_4_keyfind_1.cnf,1,9
aes_128_2_keyfind_1.cnf,1,2
dp04u03shuffled.cnf,1,9
1dlx_c_iq60_a.cnf,1,4
q_query_3_l46_lambda.cnf,1,2
slp-synthesis-aes-top30.cnf,1,9
hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,5
q_query_3_L150_colisat.cnf,1,4
valves-gates-1-k617-unsatshuffled-assat03-412.cnf,1,4
UTI-20-10p0.cnf,1,10
E00X23.cnf,1,8
gus-md5-12.cnf,1,6
allused-assat04-986.cnf,1,3
eqatreebraun11unsat.cnf,1,10
q_query_3_L70_colisat.cnf,1,5
bc57-sensors-1-k303-unsatshuffled-assat03-406.cnf,1,5
smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,6
aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,10
slp-synthesis-aes-bottom17.cnf,1,6
partial-10-15-s.cnf,1,10
hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,5
gss-22-s100.cnf,1,7
c6288mulmitershuffled-assat03-346.cnf,1,9
slp-synthesis-aes-bottom18.cnf,1,2
manol-pipe-f7idw.cnf,1,5
E15N15.cnf,1,2
post-cbmc-zfcp-28-u2-noholes.cnf,1,8
md5_48_3.cnf,1,8
blocks-4-ipc5-h21-unknown.cnf,1,5
1dlx_c_iq57_a.cnf,1,1
gss-21-s100.cnf,1,2
grid-strips-grid-y-4025-NOTKNOWN.cnf,1,6
minandmaxor016.cnf,1,2
aaai10-planning-ipc5-pathways-13-step17.cnf,1,6
slp-synthesis-aes-bottom14.cnf,1,10
maxor128.cnf,1,7
slp-synthesis-aes-top24.cnf,1,4
li-exam-61shuffled-assat03-366.cnf,1,9
hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,8
li-test4-100shuffled-assat03-370.cnf,1,10
slp-synthesis-aes-bottom21.cnf,1,8
abb313GPIA-9-trused-assat04-321.cnf,1,9
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1025-NOTKNOWN.cnf,1,10
clauses-8renamed-assat05-1964.cnf,1,8
AProVE07-21.cnf,1,8
aes_32_2_keyfind_1.cnf,1,5
E00N23.cnf,1,8
aes_32_5_keyfind_1.cnf,1,8
hard-18-U-10652.cnf,1,1
minxorminand128.cnf,1,1
aaai10-planning-ipc5-pathways-17-step21.cnf,1,7
blocks-blocks-36-0180-SAT.cnf,1,6
rbcl_xits_09_UNKNOWN.cnf,1,10
driverlog1_ks99irenamed-assat05-3951.cnf,1,7
slp-synthesis-aes-top22.cnf,1,3
partial-10-13-s.cnf,1,8
IBM_FV_2004_rule_batch_30_SAT_datk80.cnf,1,4
minandmaxor128.cnf,1,8
countbitswegner128.cnf,1,1
ferry5_ks99irenamed-assat05-3994.cnf,1,2
bart17shuffled.cnf,1,6
blocks-blocks-36-0120-NOTKNOWN.cnf,1,7
aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,6
countbitssrl064.cnf,1,9
vmpc_32renamed-assat05-1919.cnf,1,4
korf-17.cnf,1,7
aes_64_1_keyfind_1.cnf,1,4
gus-md5-11.cnf,1,2
velev-vliw-uns-40-9-i1.cnf,1,3
aes_128_3_keyfind_1.cnf,1,7
k2fix_gr_rcs_w9shuffled.cnf,1,6
SAT_datk80_04.cnf,1,9
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed020-NOTKNOWN.cnf,1,9
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed030-NOTKNOWN.cnf,1,3
slp-synthesis-aes-top25.cnf,1,4
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3025-NOTKNOWN.cnf,1,10
aes_128_1_keyfind_1.cnf,1,10
aaai10-planning-ipc5-TPP-30-step11.cnf,1,9
SAT_datk20.cnf,1,3
sortnet-7-ipc5-h15-unsat.cnf,1,4
hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,5
ndhf_xits_19_UNKNOWN.cnf,1,10
hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,7
hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,10
gripper13ushuffled-assat03-395.cnf,1,3
UCG-15-5p0.cnf,1,4
x1mulmitershuffled-assat03-359.cnf,1,2
rovers1_ks99irenamed-assat05-3971.cnf,1,4
E05X15.cnf,1,7
dp04s04shuffled.cnf,1,5
maxxor064.cnf,1,6
manol-pipe-c6bidw_i.cnf,1,5
aes_64_2_keyfind_1.cnf,1,10
hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,9
aes_64_3_keyfind_1.cnf,1,1
traffic_r_uc_sat.cnf,1,3
traffic_b_unsat.cnf,1,2
AProVE11-09.cnf,1,8
AProVE11-16.cnf,1,9
dp10s10shuffled.cnf,1,8
UTI-10-5t1.cnf,1,10
vmpc_34renamed-assat05-1926.cnf,1,6
E04F19.cnf,1,3
sokoban-sequential-p145-microban-sequential040-NOTKNOWN.cnf,1,3
9dlx_vliw_at_b_iq9used-assat04-719.cnf,1,2
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed040-NOTKNOWN.cnf,1,3
traffic_f_unknown.cnf,1,4
AProVE11-02.cnf,1,2
traffic_fb_unknown.cnf,1,10
traffic_kkb_unknown.cnf,1,3
blocks-blocks-37-1120-NOTKNOWN.cnf,1,1
2dlx_ca_bp_f_liveness.cnf,1,6
aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,3
blocks-blocks-36-0170-NOTKNOWN.cnf,1,10
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed050-SAT.cnf,1,9
velev-pipe-sat-10-b9.cnf,1,10
sokoban-sequential-p145-microban-sequential060-NOTKNOWN.cnf,1,1
ACG-15-5p1.cnf,1,6
UCG-15-10p1.cnf,1,3
hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,4
ibm-2002-30r-k85.cnf,1,2
grid-strips-grid-y-3035-NOTKNOWN.cnf,1,10
dekkerused-assat04-989.cnf,1,4
hsat_vc12062.cnf,1,8
homer14shuffled.cnf,1,2
hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,8
E05F18.cnf,1,5
UTI-20-10p1.cnf,1,4
vmpc_35renamed-assat05-1921.cnf,1,7
abb313GPIA-9-cused-assat04-317.cnf,1,7
velev-npe-10-9dlx-b71.cnf,1,7
blocks-blocks-37-1130-NOTKNOWN.cnf,1,5
mizh-sha0-36-2.cnf,1,6
rand_net60-40-10shuffled.cnf,1,3
UR-10-10p1.cnf,1,2
rbcl_xits_08_UNSAT.cnf,1,5
9vliw_m_9stages_iq3_C1_bug6.cnf,1,5
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3035-NOTKNOWN.cnf,1,1
smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,7
AProVE11-06.cnf,1,8
IBM_FV_2004_rule_batch_30_SAT_datk55.cnf,1,3
hard-6-U-7061.cnf,1,7
slp-synthesis-aes-bottom12.cnf,1,1
mizh-sha0-36-4.cnf,1,4
hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,2
vmpc_25renamed-assat05-1913.cnf,1,1
AProVE11-15.cnf,1,7
k2mulmitershuffled-assat03-355.cnf,1,9
9dlx_vliw_at_b_iq7.cnf,1,6
hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,1
transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed040-SAT.cnf,1,7
korf-18.cnf,1,3
slp-synthesis-aes-top29.cnf,1,3
smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,5
AProVE11-07.cnf,1,7
hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,1
hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1,1
myciel6-trused-assat04-320.cnf,1,1
aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,4
AProVE07-01.cnf,1,1
hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,1
SAT_datk100.cnf,1,3
smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,4
E04N18.cnf,1,8
velev-pipe-o-uns-10-7.cnf,1,2
smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,10
AProVE11-13.cnf,1,9
ACG-10-10p0.cnf,1,1
k2fix_gr_rcs_w8shuffled.cnf,1,1
maxxor128.cnf,1,1
AProVE11-11.cnf,1,10
smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,6
post-c32s-gcdm16-23.cnf,1,2
sokoban-sequential-p145-microban-sequential030-NOTKNOWN.cnf,1,2
UTI-20-10t0.cnf,1,8
slp-synthesis-aes-bottom16.cnf,1,4
vmpc_36renamed-assat05-1922.cnf,1,6
homer17shuffled.cnf,1,7
12pipe_bug6_q0used-assat04-725.cnf,1,5
traffic_pcb_unknown.cnf,1,7
AProVE07-03.cnf,1,6
mulhs016.cnf,1,9
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed060-SAT.cnf,1,5
rpoc_xits_09_UNSAT.cnf,1,4
rand_net60-25-10shuffled.cnf,1,10
UCG-20-5p1.cnf,1,10
ibm-2004-01-k90.cnf,1,5
E04F20.cnf,1,3
traffic_3b_unknown.cnf,1,8
slp-synthesis-aes-top21.cnf,1,7
vmpc_29renamed-assat05-1916.cnf,1,7
9vliw_m_9stages_iq3_C1_bug5.cnf,1,8
E03N17.cnf,1,7
slp-synthesis-aes-bottom19.cnf,1,7
c10idw_i.cnf,1,7
