benchmark,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre.featuretime,vars.clauses.ratio,POSNEG.RATIO.CLAUSE.mean,POSNEG.RATIO.CLAUSE.coeff.variation,POSNEG.RATIO.CLAUSE.min,POSNEG.RATIO.CLAUSE.max,POSNEG.RATIO.CLAUSE.entropy,VCG.CLAUSE.mean,VCG.CLAUSE.coeff.variation,VCG.CLAUSE.min,VCG.CLAUSE.max,VCG.CLAUSE.entropy,UNARY,BINARY.,TRINARY.,Basic.featuretime,VCG.VAR.mean,VCG.VAR.coeff.variation,VCG.VAR.min,VCG.VAR.max,VCG.VAR.entropy,POSNEG.RATIO.VAR.mean,POSNEG.RATIO.VAR.stdev,POSNEG.RATIO.VAR.min,POSNEG.RATIO.VAR.max,POSNEG.RATIO.VAR.entropy,HORNY.VAR.mean,HORNY.VAR.coeff.variation,HORNY.VAR.min,HORNY.VAR.max,HORNY.VAR.entropy,horn.clauses.fraction,VG.mean,VG.coeff.variation,VG.min,VG.max,KLB.featuretime,CG.mean,CG.coeff.variation,CG.min,CG.max,CG.entropy,cluster.coeff.mean,cluster.coeff.coeff.variation,cluster.coeff.min,cluster.coeff.max,cluster.coeff.entropy,CG.featuretime
sat/ablmulub8x16o.cnf,6985,20754,3566,15335,0.958777342,0.353374633,0.13,0.232539941,0.36001594,0.81910091,0,1,1.220699414,0.000804193,0.410867816,0.000560852,0.012619181,1.016107829,0,0.315422237,0.842647538,0,0.000804193,0.819335594,0.000521682,0.009390284,1.915535796,0.094445175,0.069274821,0,0.333333333,1.977401201,0.000339712,0.962125163,0.00006521,0.005999348,1.68730339,0.502184545,0.000614506,0.999316396,0.000326052,0.008216498,0.04,0.0016772,1.027971457,0.000391262,0.014867949,3.624410029,0.145770224,0.635052308,0.010522942,1,3.231248084,0.6
sat/ACG-20-10p0.cnf,374228,1603007,243534,1168572,0.536656073,0.371765711,5.37,0.208403077,0.33019399,1.113684677,0,1,1.352045407,0.000010916,0.437169658,0.000008212,0.000041062,1.017225922,0,0.609363394,0.887212769,0.13,0.000010916,0.792663862,0.00000599,0.000059046,2.37770471,0.138829142,0.158477114,0,0.75,2.320706344,0.000006787,0.806477649,0.000002567,0.00004022,2.134316592,0.7527555,0.000010962,0.865235113,0.000004279,0.000064181,93.01,-1,0,-1,0,-512,-1,0,-1,0,0,20.06
sat/ACG-20-5p1.cnf,331196,1416850,219138,1044843,0.51135814,0.356041051,4.8,0.209732946,0.327113257,1.113490298,0,1,1.339838309,0.000012122,0.423709452,0.000009127,0.000045633,1.011325953,0,0.603297337,0.889046488,0.13,0.000012122,0.796548567,0.0000067,0.000064124,2.302921443,0.136545509,0.157284347,0,0.733333333,2.292454353,0.000007513,0.805113362,0.000002871,0.000044026,2.088220988,0.748636877,0.000012141,0.877549509,0.000004785,0.000069867,75.28,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
sat/add_01_1000_4.smt2-cvc4.cnf,19886,92246,11155,70719,0.782698342,0.304401929,0.37,0.157736959,0.446914863,0.771962381,0,1,1.407926113,0.000292764,1.003775235,0.000179292,0.006185567,1.242634629,0,0.327295352,0.849913036,0.01,0.000292764,1.179087731,0.000098983,0.007437888,3.164261101,0.161425757,0.214058099,0,0.948979592,2.818545681,0.000149619,1.257744767,0.00001414,0.003690663,2.930739704,0.612593504,0.000307004,1.081861068,0.000070702,0.003407854,0.21,0.000979262,1.148310129,0.000084843,0.011793153,4.906019671,0.161182494,0.630290112,0.014447527,0.555555556,3.499160628,19.15
sat/aes_32_3_keyfind_2.cnf,708,2664,450,2204,0.573333333,0.208711434,0,0.204174229,0.462794918,0.621977763,0,1,1.412338545,0.007836257,0.165367895,0.004444444,0.011111111,0.876551581,0,0.01814882,0.482758621,0,0.007836257,0.291026915,0.003176044,0.015426497,2.663525158,0.050908712,0.069138697,0,0.25,1.781994609,0.003145796,0.309191061,0.000907441,0.005898367,2.049458342,0.403357532,0.004081468,0.279957471,0.002268603,0.006805808,0,0.012439024,0.208518648,0.004083485,0.023139746,3.083774501,0.319502236,0.170491763,0.167948718,0.520467836,3.047681665,0.06
sat/aes_32_5_keyfind_1.cnf,1116,4312,754,3748,0.480106101,0.150480256,0,0.201173959,0.467093561,0.591911039,0,1,1.383008016,0.00470065,0.162394059,0.00265252,0.0066313,0.863048326,0,0.014941302,0.467449306,0,0.00470065,0.277773983,0.001867663,0.009071505,2.624243595,0.049606197,0.067843834,0,0.25,1.761656822,0.001907295,0.274314165,0.000533618,0.003468517,1.927554585,0.405282818,0.002428882,0.275709703,0.001334045,0.004002134,0,0.007446163,0.197972426,0.002401281,0.013607257,3.015708865,0.315467852,0.173576343,0.167948718,0.520467836,2.997183826,0.11
sat/aes_64_2_keyfind_1.cnf,1000,5176,800,4624,0.25,0.119377163,0,0.173010381,0.408592849,0.739427907,0,1,1.686630474,0.004987024,0.257482289,0.0025,0.00625,1.164044618,0,0.062283737,0.408304498,0,0.004987024,0.565938099,0.001946367,0.011894464,2.592781996,0.028510338,0.054174714,0,0.25,1.351691278,0.001047794,0.594841867,0.000432526,0.002595156,2.072719779,0.260813149,0.001972318,0.508015166,0.001081315,0.00432526,0,0.010274362,0.347532377,0.001946367,0.017517301,3.491240181,0.297132,0.2135137,0.181168831,0.48,2.826443618,0.34
sat/aes_64_3_keyfind_1.cnf,1404,7572,1200,7000,0.17,0.081714286,0,0.171428571,0.41,0.731145739,0,1,1.679991659,0.003324762,0.254045591,0.001666667,0.004166667,1.146276147,0,0.052571429,0.413714286,0,0.003324762,0.55525079,0.001285714,0.007857143,2.573612364,0.028308174,0.053746634,0,0.25,1.34344532,0.000681667,0.600649717,0.000285714,0.001714286,2.049939184,0.251857143,0.001318095,0.497634654,0.000714286,0.002857143,0,0.006798694,0.341417291,0.001285714,0.011571429,3.473256813,0.293612827,0.209790242,0.181168831,0.48,2.798366667,0.51
sat/ak016modbtsimpbisc.cnf,5179,17157,1646,10743,2.146415553,0.597039933,0.04,0.153216048,0.366787232,0.570709185,0,1,1.307950861,0.002144831,0.319565096,0.001215067,0.02126367,1.107628257,0,0.073443172,0.488317974,0,0.002144831,1.160612232,0.000744671,0.01852369,2.283143644,0.050494249,0.090861261,0,0.5,1.564356408,0.000936946,0.86517887,0.000093084,0.006515871,1.928792044,0.459834311,0.001045073,1.272070763,0.000465419,0.009215303,0.01,0.007711171,0.94849772,0.001023923,0.031369264,4.073860657,0.276273108,0.412553537,0.035232212,0.571428571,3.395101409,3.83
sat/ak032diagodiagoisc.cnf,15873,51330,6140,33726,1.585179153,0.52197118,0.15,0.182055388,0.370118511,0.443497235,0,1,1.006081883,0.000544912,0.357811772,0.000325733,0.010912052,0.984846095,0,0.125274269,0.543912708,0,0.000544912,0.626336581,0.000266856,0.003795291,1.441195501,0.028973283,0.058001693,0,0.5,0.800671764,0.000305064,1.178598982,0.000029651,0.003795291,1.024336532,0.590167823,0.000243735,1.351732334,0.000148254,0.002846469,0.07,0.001055967,0.830471015,0.000296507,0.007916741,2.472201063,0.308927991,0.453022928,0.015265436,0.536764706,2.597940928,1.43
sat/ak032modbtmodbtisc.cnf,17313,57834,5665,39558,2.056134157,0.462005157,0.19,0.143207442,0.352230908,0.658895666,0,1,1.380466534,0.000625763,0.333577605,0.000353045,0.011827008,1.142154936,0,0.066358259,0.502553213,0.01,0.000625763,2.013915141,0.000202235,0.0099095,1.847733617,0.055204369,0.081913423,0,0.5,1.248036572,0.000230214,1.074652556,0.000025279,0.002578492,1.744839874,0.38717832,0.000291562,1.86826396,0.000126397,0.004322767,0.05,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/ak032modbtsimpbisc.cnf,20107,67165,6118,41775,2.286531546,0.607779773,0.21,0.146451227,0.364970682,0.548161569,0,1,1.285909212,0.000580168,0.31982548,0.000326904,0.010951291,1.088172659,0,0.062166367,0.472770796,0,0.000580168,1.705864137,0.000191502,0.009359665,1.97889869,0.041845218,0.07724925,0,0.5,1.315138281,0.000254261,1.252771954,0.000023938,0.00320766,1.635354939,0.457785757,0.000277393,1.8511909,0.000119689,0.004476361,0.06,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/ak064boothboothisc.cnf,107507,354378,25593,182358,3.2006408,0.943309315,1.17,0.140344816,0.346307265,0.353338941,0,1,1.177250508,0.000145052,0.326417502,0.000078146,0.005118587,1.034756724,0,0.008455894,0.551497604,0.01,0.000145052,2.048921728,0.00004387,0.004310203,1.017452179,0.00912695,0.066459918,0,0.666666667,0.189947759,0.000054927,2.460103923,0.000005484,0.002149618,0.965968018,0.410582481,0.000079984,2.270468963,0.000032902,0.001793176,1.06,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ak064diagodiagoisc.cnf,64513,209154,24572,137086,1.625468012,0.525713786,0.84,0.179245145,0.371331137,0.432154739,0,1,0.989799447,0.000136306,0.355627645,0.000081393,0.005331271,0.977965224,0,0.121390952,0.536714179,0.01,0.000136306,0.926992106,0.000065652,0.001867441,1.304666292,0.025648188,0.047039541,0,0.5,0.731672578,0.000076418,1.697810318,0.000007295,0.001867441,0.86520368,0.589177597,0.000060374,1.954548504,0.000036473,0.001400581,0.96,0.00037148,1.260837411,0.000072947,0.003815123,2.360884181,0.306941201,0.465781439,0.00772178,0.536764706,2.462778343,15.13
sat/ak064modasbg2asisc.cnf,72835,234053,20545,133127,2.545144804,0.758118188,0.94,0.15432632,0.350264169,0.414583085,0,1,1.299890472,0.000175176,0.375153298,0.000097347,0.006376247,1.209505091,0,0.067281618,0.518812863,0.02,0.000175176,2.334131791,0.000067605,0.006670322,1.547753992,0.01963833,0.054900114,0,0.927007299,0.655663742,0.000078516,2.254409128,0.000007512,0.002884464,1.471285791,0.489337249,0.000091959,3.144382251,0.000037558,0.003815905,0.67,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ak064modbtmodbtisc.cnf,67425,226378,21585,154982,2.123697012,0.460672852,1.09,0.139274238,0.350933013,0.651656399,0,1,1.376199298,0.000164743,0.334581622,0.000092657,0.006069029,1.134486874,0,0.060297325,0.494767134,0.01,0.000164743,2.901712264,0.000051619,0.005007033,1.644151139,0.051247589,0.074862162,0,0.5,1.128957776,0.000060275,1.54611577,0.000006452,0.001277568,1.582008921,0.382934792,0.000075854,2.689538924,0.000032262,0.002135732,0.75,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ak064paralbg2btaig.cnf,136298,407751,25717,161844,4.299918342,1.519407578,1.34,0.158899928,0.409901849,0.700158125,0,1,1.558591109,0.000135599,0.426887046,0.00007777,0.009876735,1.112233285,0,0.0601258,0.558506957,0.02,0.000135599,1.763504461,0.00004943,0.004770025,1.668152025,0.016183978,0.039139182,0,0.954887218,0.642576575,0.000056551,1.965616988,0.000006179,0.003157361,1.670811436,0.465182521,0.000075782,2.855785129,0.000030894,0.003935889,1.07,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/ak064paralparalisc.cnf,66757,215940,26113,142484,1.556466128,0.515538587,0.88,0.1832697,0.369872876,0.456010335,0,1,1.02339061,0.000127348,0.35423354,0.00007659,0.005016658,0.986958732,0,0.127698549,0.553985009,0.01,0.000127348,0.931605756,0.000063165,0.001796693,1.527570566,0.026638703,0.047060882,0,0.5,0.772890321,0.000071263,1.703496786,0.000007018,0.001796693,1.069476472,0.588557312,0.00005673,1.943305084,0.000035092,0.00134752,1.08,0.000345803,1.28938753,0.000056147,0.003642514,2.605633198,0.312740914,0.465324929,0.007751708,0.59047619,2.597003284,14.79
sat/ak064simpbbg2btaig.cnf,135837,406368,25018,160536,4.429570709,1.531320078,1.39,0.155840435,0.413794132,0.784088649,0,1,1.544239039,0.000140315,0.425192465,0.000079942,0.01015269,1.114348956,0,0.056940499,0.540888025,0.01,0.000140315,1.618851961,0.000049833,0.00480889,1.628026969,0.015642555,0.037655752,0,0.954887218,0.65866757,0.000048231,1.720733692,0.000006229,0.00280311,1.756833604,0.393606418,0.000077899,2.755622553,0.000031146,0.003967957,1,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/ak128astepbg2msaig.cnf,422649,1265652,81919,535432,4.159352531,1.363795963,4.34,0.152996085,0.277736409,1.026594486,0,1,1.254879044,0.0000432,0.459989277,0.000024414,0.006225662,1.154086232,0,0.063580436,0.520641277,0.05,0.0000432,3.44503889,0.000013074,0.003320683,1.494687388,0.015696022,0.033989179,0,0.977011494,0.60384789,0.000012918,4.296252731,0.000001868,0.001893798,0.866291809,0.342235802,0.000024524,4.630065564,0.000009338,0.001908739,10.58,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ak128boothbg2btisc.cnf,428281,1414104,100346,725467,3.268042573,0.949232701,5.55,0.138319179,0.345765519,0.337523369,0,1,1.153551467,0.000037067,0.335652388,0.000019931,0.002581069,1.019332234,0,0.00459566,0.548664515,0.08,0.000037067,2.932966477,0.000011027,0.002144825,0.855392408,0.004704758,0.048256825,0,0.962264151,0.107188906,0.000014031,3.503752003,0.000001378,0.001072413,0.825475656,0.410037948,0.000020838,3.423903819,0.000008271,0.001066899,15.83,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
sat/ak128boothboothisc.cnf,428019,1413322,100345,725206,3.265474114,0.948855911,5.57,0.138367581,0.345885833,0.33694036,0,1,1.151995025,0.00003707,0.325913196,0.000019931,0.002581095,1.01774971,0,0.004244311,0.548514491,0.08,0.00003707,2.930645294,0.000011031,0.002142839,0.855300567,0.004696878,0.048182245,0,0.666666667,0.107000151,0.000014025,3.498417888,0.000001379,0.001070041,0.825469748,0.409827001,0.000020392,3.248872787,0.000008274,0.00089216,15.85,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
sat/ak128diagobg2asaig.cnf,373241,1117434,82038,502399,3.549611156,1.224196306,3.26,0.163292522,0.273910897,1.174066421,0,1,1.020997355,0.000041964,0.462578798,0.000024379,0.006192252,0.890295151,0,0.067496153,0.494366032,0.05,0.000041964,0.652967036,0.000013933,0.000519507,1.262222735,0.008499347,0.018096089,0,0.977011494,0.590703297,0.00001329,2.129425241,0.00000199,0.000517517,1.219944389,0.363931855,0.000023676,3.755094259,0.000009952,0.00101911,10.59,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ak128modasbg2asisc.cnf,293123,943237,82049,536583,2.572535924,0.757858523,3.56,0.152910174,0.350884902,0.406711356,0,1,1.291312527,0.000043907,0.374341939,0.000024376,0.00315665,1.204716424,0,0.063924873,0.516952643,0.06,0.000043907,3.344253554,0.000016773,0.003324742,1.45485229,0.016513104,0.043395573,0,0.962264151,0.586400482,0.000019618,3.21227704,0.000001864,0.001431279,1.410767746,0.487097057,0.000022962,4.495214786,0.000009318,0.001900917,10.6,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
sat/ak128modbtbg2msisc.cnf,296051,968713,75064,566809,2.943981136,0.709064253,4.31,0.132432618,0.340276543,0.5470316,0,1,1.418284758,0.000049314,0.35885304,0.000026644,0.003450389,1.161875181,0,0.033189311,0.496202424,0.05,0.000049314,4.256360175,0.000014114,0.004057804,1.616171959,0.030189466,0.066587223,0,0.977011494,0.810079495,0.000017429,3.083314407,0.000001764,0.001134421,1.827892961,0.379683456,0.000026297,4.427953281,0.000008821,0.002032431,8.89,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
sat/ak128paralbg2msisc.cnf,295726,951066,83926,542730,2.523651788,0.752374109,3.6,0.154636744,0.350678742,0.416817416,0,1,1.302754495,0.000042785,0.374633439,0.000023831,0.003086052,1.205583231,0,0.066452932,0.52416487,0.06,0.000042785,3.356167119,0.000016583,0.003287086,1.584035322,0.017110011,0.043674369,0,0.977011494,0.613507274,0.000019129,3.221535502,0.000001843,0.001415068,1.487887009,0.487618153,0.000022398,4.506002775,0.000009213,0.001879388,11.1,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
sat/ak128paralparalisc.cnf,265303,859948,101816,565000,1.605710301,0.522031858,3.08,0.18020531,0.371086398,0.440620433,0,1,1.002987256,0.000032777,0.353803816,0.000019643,0.002543805,0.980333549,0,0.123152212,0.54319292,0.06,0.000032777,1.34428638,0.000015929,0.000906195,1.376718,0.024542481,0.040365203,0,0.5,0.715316623,0.000018369,2.428471006,0.00000177,0.000906195,0.916667121,0.588332743,0.000014496,2.785477052,0.00000885,0.000679646,16.3,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
sat/ak128simpbbg2msisc.cnf,344061,1128812,82942,606322,3.148212004,0.861736833,4.46,0.1367953,0.355099942,0.402451698,0,1,1.292084022,0.000044566,0.343428344,0.000024113,0.003122664,1.150230612,0,0.030821907,0.462107593,0.06,0.000044566,3.856624515,0.000014844,0.003791715,1.512893585,0.014777766,0.044035563,0,0.977011494,0.627171611,0.000019241,3.480501033,0.000001649,0.001482711,1.458056954,0.46125656,0.000023502,4.565452771,0.000008246,0.001899981,10.83,-1,0,-1,0,-512,-1,0,-1,0,0,20.1
sat/am_7_7.shuffled-as.sat03-363.cnf,4264,14751,4165,14598,0.023769508,0.010480888,0.05,0.285313057,0.500442632,0.727148204,0,1,1.039297902,0.000665091,0.452343974,0.000480192,0.012484994,0.708447733,0,0.281956432,0.974243047,0,0.000665091,0.112548757,0.000616523,0.001096041,0.949074774,0.060135383,0.072045961,0,0.5,0.791632109,0.000357677,0.272825699,0.000068503,0.000685025,1.743749877,0.56404987,0.000386608,0.961667506,0.000342513,0.003699137,0.04,0.000733209,0.463554174,0.00054802,0.013906015,1.503611021,0.365547948,0.12728366,0.08847677,0.59047619,2.413846867,0.14
sat/am_9_9.cnf,11908,41393,11745,41144,0.013878246,0.006051915,0.2,0.285460821,0.334712925,0.916689967,0,1,1.021822465,0.000233923,0.447348474,0.000170285,0.00715198,0.67148359,0,0.283492125,0.984639316,0,0.000233923,0.094502043,0.000218744,0.000388878,0.862656738,0.058332349,0.066012384,0,0.5,0.756095229,0.000122785,0.206883775,0.000024305,0.000218744,0.802564979,0.572671592,0.000136078,1.217999853,0.000121524,0.00209022,0.28,0.000256059,0.460568408,0.000194439,0.008044915,1.409927539,0.364149093,0.118979297,0.055472646,0.59047619,2.354546286,0.35
sat/AProVE07-25.cnf,8920,31884,3830,22056,1.328981723,0.445593036,0.23,0.173648894,0.331203833,0.878113458,0,1,1.50352899,0.000843521,0.298779451,0.000522193,0.002349869,1.33593091,0,0.242972434,0.640279289,0,0.000843521,1.534947987,0.000317374,0.01314835,2.58979585,0.127476266,0.12695546,0,0.666666667,2.584109525,0.000404098,1.570469011,0.000045339,0.008705114,2.352181429,0.519677185,0.000493877,1.605140882,0.000226696,0.008750453,0.03,0.004236689,1.151965483,0.000181357,0.028427639,4.983102462,0.22204418,0.664694465,0.006005022,0.558333333,3.761341797,13.15
sat/AProVE11-06.cnf,302076,1039056,159113,779069,0.898499808,0.333714985,4.46,0.204234798,0.370637578,0.62556914,0,1,1.206699158,0.000019999,0.221806662,0.00001257,0.000087988,1.002526699,0,0.142993753,0.686265273,0.08,0.000019999,1.366693326,0.000007702,0.001958748,2.391970714,0.04057376,0.060269972,0,0.666666667,1.432794668,0.000010081,1.831630172,0,0.00130027,2.139722412,0.531467688,0.000009629,1.776844674,0.000005134,0.001298986,39.69,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
sat/arcfour_initialPermutation_5_32.cnf,23149,87670,13694,69641,0.690448372,0.258884852,0.37,0.196637039,0.331370204,0.700812386,0,1,1.45979514,0.000285685,0.469836114,0.000146049,0.000511173,1.151655468,0,0.146752631,0.69793656,0.01,0.000285685,2.344359014,0.000100516,0.004953978,2.062393831,0.03346222,0.051667954,0,0.24137931,1.419372801,0.000088886,1.543121987,0.000014359,0.001019514,1.946353273,0.439109145,0.000241049,1.521142545,0.000071797,0.002699559,0.36,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/arcfour_initialPermutation_6_14.cnf,105743,405350,60081,316147,0.760007323,0.282156718,1.53,0.190041342,0.30818587,0.671170012,0,1,1.296478326,0.000071492,0.537927969,0.000033288,0.000133154,1.067095862,0,0.11492755,0.695711172,0.04,0.000071492,3.653751254,0.000022142,0.002517816,1.640225997,0.025206238,0.047118282,0,0.283018868,1.20013463,0.000019398,2.278895097,0.000003163,0.000427017,1.594328423,0.416581527,0.000061344,2.260834489,0.000015815,0.001315844,5.72,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
sat/barman-pfile06-022.sas.ex.7.cnf,127192,284930,15430,121995,7.24316267,1.335587524,558.22,0.126480593,0.572366706,0.72069711,0,1,2.529572942,0.002788279,2.639320654,0.000129618,0.050939728,3.054114214,0,0.439558998,0.547497848,0.04,0.002788279,1.265042769,0.000008197,0.016738391,4.659115288,0.505443713,0.425929564,0,1,2.69761111,0.000067833,1.665110144,0,0.003049305,2.725668229,0.495405549,0.00432985,1.122417644,0.000008197,0.013664494,6.76,-1,0,-1,0,-512,-1,0,-1,0,0,20.21
