@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre.featuretime NUMERIC
@ATTRIBUTE vars.clauses.ratio NUMERIC
@ATTRIBUTE POSNEG.RATIO.CLAUSE.mean NUMERIC
@ATTRIBUTE POSNEG.RATIO.CLAUSE.coeff.variation NUMERIC
@ATTRIBUTE POSNEG.RATIO.CLAUSE.min NUMERIC
@ATTRIBUTE POSNEG.RATIO.CLAUSE.max NUMERIC
@ATTRIBUTE POSNEG.RATIO.CLAUSE.entropy NUMERIC
@ATTRIBUTE VCG.CLAUSE.mean NUMERIC
@ATTRIBUTE VCG.CLAUSE.coeff.variation NUMERIC
@ATTRIBUTE VCG.CLAUSE.min NUMERIC
@ATTRIBUTE VCG.CLAUSE.max NUMERIC
@ATTRIBUTE VCG.CLAUSE.entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY. NUMERIC
@ATTRIBUTE TRINARY. NUMERIC
@ATTRIBUTE Basic.featuretime NUMERIC
@ATTRIBUTE VCG.VAR.mean NUMERIC
@ATTRIBUTE VCG.VAR.coeff.variation NUMERIC
@ATTRIBUTE VCG.VAR.min NUMERIC
@ATTRIBUTE VCG.VAR.max NUMERIC
@ATTRIBUTE VCG.VAR.entropy NUMERIC
@ATTRIBUTE POSNEG.RATIO.VAR.mean NUMERIC
@ATTRIBUTE POSNEG.RATIO.VAR.stdev NUMERIC
@ATTRIBUTE POSNEG.RATIO.VAR.min NUMERIC
@ATTRIBUTE POSNEG.RATIO.VAR.max NUMERIC
@ATTRIBUTE POSNEG.RATIO.VAR.entropy NUMERIC
@ATTRIBUTE HORNY.VAR.mean NUMERIC
@ATTRIBUTE HORNY.VAR.coeff.variation NUMERIC
@ATTRIBUTE HORNY.VAR.min NUMERIC
@ATTRIBUTE HORNY.VAR.max NUMERIC
@ATTRIBUTE HORNY.VAR.entropy NUMERIC
@ATTRIBUTE horn.clauses.fraction NUMERIC
@ATTRIBUTE VG.mean NUMERIC
@ATTRIBUTE VG.coeff.variation NUMERIC
@ATTRIBUTE VG.min NUMERIC
@ATTRIBUTE VG.max NUMERIC
@ATTRIBUTE KLB.featuretime NUMERIC
@ATTRIBUTE CG.mean NUMERIC
@ATTRIBUTE CG.coeff.variation NUMERIC
@ATTRIBUTE CG.min NUMERIC
@ATTRIBUTE CG.max NUMERIC
@ATTRIBUTE CG.entropy NUMERIC
@ATTRIBUTE cluster.coeff.mean NUMERIC
@ATTRIBUTE cluster.coeff.coeff.variation NUMERIC
@ATTRIBUTE cluster.coeff.min NUMERIC
@ATTRIBUTE cluster.coeff.max NUMERIC
@ATTRIBUTE cluster.coeff.entropy NUMERIC
@ATTRIBUTE CG.featuretime NUMERIC

@DATA
9dlx_vliw_at_b_iq8used-assat04-718.cnf,1,371419,7170909,303312,6994286,0.224544364,0.02525247,53.69,0.043365685,0.77703085,0.513572629,0,1,0.959977493,1.0214e-05,2.320854888,6.594e-06,0.000619824,0.546257741,0,0.918630579,0.941691261,0.81,1.0214e-05,8.032931946,7.15e-07,0.011179411,4.510021692,0.345958662,0.261390396,0,1,4.25007225,6.233e-06,7.715295761,1.43e-07,0.006004902,4.198718243,0.936247388,1.952e-05,5.29931536,7.15e-07,0.015319362,146.33,-1,0,-1,0,-512,-1,0,-1,0,0,51.92
9dlx_vliw_at_b_iq9used-assat04-719.cnf,1,482093,9676386,394950,9444694,0.220643119,0.024531446,85.81,0.04181713,0.779550176,0.510860247,0,1,0.941830912,7.846e-06,2.397525276,5.064e-06,0.000516521,0.527264541,0,0.922678702,0.94379945,1.11,7.846e-06,8.981840539,5.29e-07,0.010108003,4.51634556,0.34662539,0.258347447,0,1,4.240077183,4.796e-06,8.767802504,1.06e-07,0.005463279,4.210399467,0.938893944,1.5242e-05,5.841024491,5.29e-07,0.015960814,258.36,-1,0,-1,0,-512,-1,0,-1,0,0,86.32
9vliw_m_9stages_iq3_C1_bug5.cnf,1,520770,13380350,483133,13294664,0.077901944,0.006445142,87.09,0.036340369,0.58319188,0.695400167,0,1,1.284120111,6.275e-06,3.79502387,4.14e-06,0.013845049,0.933235048,0,0.635196346,0.958878088,1.53,6.275e-06,13.374179634,4.51e-07,0.01645931,4.356781784,0.483468988,0.269656043,0,1,4.123486363,4.63e-06,9.189031093,0,0.008306114,4.232056646,0.956892856,0.000116545,1.303760651,3.76e-07,0.008913802,373.93,-1,0,-1,0,-512,-1,0,-1,0,0,149.46
9vliw_m_9stages_iq3_C1_bug6.cnf,1,521192,13378781,483476,13292925,0.078010077,0.006458774,87.32,0.036370927,0.583323641,0.695361843,0,1,1.284340842,6.271e-06,3.795355597,4.137e-06,0.013835227,0.933302952,0,0.635534617,0.958819598,1.52,6.271e-06,13.381662132,4.51e-07,0.016461464,4.355676292,0.483244637,0.269792068,0,1,4.123731517,4.626e-06,9.196137303,0,0.008307201,4.231938961,0.956831849,0.000116485,1.304456571,3.76e-07,0.00891572,374.41,-1,0,-1,0,-512,-1,0,-1,0,0,149.64
aaai10-planning-ipc5-pathways-13-step17.cnf,1,25631,142227,19609,125436,0.307103881,0.133861093,0.42,0.156326732,0.492501641,0.971825608,0,1,1.063923398,0.000115817,0.870155665,0.000101994,0.002498853,0.451639991,0,0.900546892,0.96437227,0.01,0.000115817,0.643262268,1.5944e-05,0.000502248,2.558747946,0.388239479,0.29470842,0,1,2.829980806,9.2742e-05,0.846492059,0,0.000454415,2.634664388,0.906366593,0.000285871,0.778945828,1.5944e-05,0.000597914,0.62,0.00013936,1.387792175,1.5944e-05,0.006186422,2.770122457,0.237121714,0.54302217,0.00990099,0.714285714,2.989128206,2.34
aaai10-planning-ipc5-pathways-17-step20.cnf,1,50277,283903,37813,249569,0.329622088,0.137573176,0.87,0.151513209,0.490927635,0.9717684,0,1,1.080670719,6.0542e-05,0.932208721,5.2892e-05,0.001613202,0.473634065,0,0.893844989,0.960239453,0.03,6.0542e-05,0.693797188,8.014e-06,0.000304525,2.693071414,0.384713492,0.292452602,0,1,3.041001044,4.781e-05,0.920309157,0,0.000292504,2.718521025,0.900560566,0.000160021,0.839363574,8.014e-06,0.000536926,2.27,7.8648e-05,1.37366244,8.014e-06,0.003562141,3.043186057,0.226878241,0.606435896,0.009984639,0.733333333,3.101827986,5.76
aaai10-planning-ipc5-pathways-17-step21.cnf,1,53919,308235,40965,272599,0.316221164,0.130726819,0.95,0.15027568,0.491397921,0.971289637,0,1,1.079179371,5.593e-05,0.941867258,4.8822e-05,0.001489076,0.471184686,0,0.894889563,0.960891273,0.03,5.593e-05,0.691968908,7.337e-06,0.000275129,2.702632248,0.387616812,0.293336977,0,1,3.032380828,4.4142e-05,0.91901332,0,0.000267793,2.722624932,0.901048793,0.000148976,0.833076593,7.337e-06,0.000495233,2.66,7.2606e-05,1.377927286,7.337e-06,0.003261201,3.046749056,0.225480304,0.60390765,0.009034444,0.7,3.096078993,6.4
aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,63349,943492,56496,932723,0.121300623,0.011545764,1.35,0.060571038,0.533442953,0.922060496,0,1,0.896135928,4.0317e-05,1.776473775,3.5401e-05,0.009575899,0.230183655,0,0.963625857,0.966456279,0.1,4.0317e-05,1.258594086,5.361e-06,0.000800881,3.281268034,0.436032912,0.308725039,0,0.945945946,3.111020041,3.4114e-05,1.488169252,3.216e-06,0.000794448,3.100227149,0.963638722,0.000258306,0.988529002,4.289e-06,0.000800881,5.17,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,68952,1029036,61519,1017550,0.120824461,0.011287897,1.47,0.060457963,0.533562635,0.92183762,0,1,0.895965323,3.7046e-05,1.778521646,3.251e-05,0.008794031,0.230027801,0,0.963570341,0.9663476,0.12,3.7046e-05,1.258993341,4.914e-06,0.000735099,3.265360205,0.435961043,0.308964836,0,0.945945946,3.094155747,3.1327e-05,1.48950592,2.948e-06,0.00072822,3.086982265,0.963584099,0.000237854,0.98566098,3.931e-06,0.000734116,6.1,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,130021,2509375,124468,2494752,0.044613877,0.005861504,3.45,0.049891933,0.528330129,0.935111387,0,1,0.86501132,1.8161e-05,2.993258562,1.6068e-05,0.015433686,0.195322901,0,0.971771944,0.976097424,0.3,1.8161e-05,2.180318671,2.004e-06,0.00093837,3.371495895,0.494307074,0.314451378,0,1,3.235261567,1.5615e-05,2.540330004,1.203e-06,0.000935163,3.208436893,0.971775952,0.000325952,1.133858724,2.004e-06,0.00093837,25,-1,0,-1,0,-512,-1,0,-1,0,0,20.11
aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,141856,2742601,135827,2727200,0.044387346,0.005647184,3.81,0.049804561,0.528484154,0.934820322,0,1,0.864785342,1.6653e-05,2.99564705,1.4725e-05,0.014142991,0.19517072,0,0.971717512,0.975991126,0.32,1.6653e-05,2.180134211,1.833e-06,0.00085839,3.357775841,0.494265425,0.314759305,0,1,3.221582209,1.4308e-05,2.541843354,1.1e-06,0.000855456,3.196267347,0.971722646,0.000299436,1.131043734,1.833e-06,0.00085839,29.72,-1,0,-1,0,-512,-1,0,-1,0,0,20.11
aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,224228,5314673,213719,5290027,0.049172044,0.004658955,90.53,0.040400361,0.517772727,0.959785934,0,1,0.801212754,1.1801e-05,13.813881174,9.358e-06,0.017434107,0.12308632,0,0.984165109,0.985278903,0.64,1.1801e-05,2.177513483,9.45e-07,0.000711717,3.73743582,0.551681859,0.319795559,0,1,3.100705142,9.21e-06,2.529360437,0,0.000710204,3.518709772,0.984167756,0.000241951,1.085011346,7.56e-07,0.000791867,94.19,-1,0,-1,0,-512,-1,0,-1,0,0,20.23
aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,249618,5949456,238057,5923540,0.048563999,0.004375087,92.38,0.0401883,0.517852166,0.959667257,0,1,0.800452994,1.0455e-05,13.26627539,8.401e-06,0.015651714,0.122215189,0,0.98424405,0.985324823,0.71,1.0455e-05,2.18013819,8.44e-07,0.0006356,3.714893411,0.552393035,0.320001052,0,0.992217899,3.079046286,8.269e-06,2.523479093,0,0.000634249,3.503591945,0.984246076,0.000216505,1.080554307,6.75e-07,0.000707178,111.47,-1,0,-1,0,-512,-1,0,-1,0,0,20.24
aaai10-planning-ipc5-rovers-18-step11.cnf,1,29317,277090,26113,265530,0.122697507,0.04353557,0.78,0.098342937,0.478418008,1.013733388,0,1,1.057113706,9.414e-05,1.196222788,7.659e-05,0.006854823,0.402774938,0,0.92867096,0.950600685,0.03,9.414e-05,1.274899661,1.883e-05,0.001728618,3.123912422,0.384942678,0.320562799,0,1,3.261306093,7.1153e-05,1.567219768,7.532e-06,0.001566678,2.920394664,0.928893157,0.000281085,0.984518849,1.883e-05,0.001728618,1.1,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
aaai10-planning-ipc5-rovers-18-step12.cnf,1,32523,308440,29044,295916,0.119783776,0.042322821,0.89,0.098149475,0.47838597,1.013724411,0,1,1.058129678,8.4713e-05,1.195845915,6.8861e-05,0.006163063,0.403660723,0,0.928489842,0.950573811,0.03,8.4713e-05,1.275959783,1.6897e-05,0.001551116,3.113505934,0.384719297,0.32068096,0,1,3.256838315,6.3959e-05,1.570134508,6.759e-06,0.001405804,2.91247311,0.92870274,0.000252964,0.98299324,1.6897e-05,0.001551116,1.36,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
aaai10-planning-ipc5-TPP-21-step11.cnf,1,99736,783991,97280,779390,0.025246711,0.005903335,1.75,0.124815561,0.436803172,1.114165373,0,1,0.936718774,2.3662e-05,0.995932846,2.0559e-05,0.000935444,0.277435118,0,0.954418199,0.964197642,0.08,2.3662e-05,0.848503589,6.415e-06,0.000493976,2.569502934,0.427190007,0.314477334,0,0.968421053,2.539250661,1.9628e-05,0.973482264,3.849e-06,0.000481146,2.34472351,0.954606808,6.1585e-05,0.810706681,5.132e-06,0.000799343,14.9,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
aaai10-planning-ipc5-TPP-30-step11.cnf,1,314455,2920820,308471,2910741,0.019398906,0.003462692,7.35,0.105976794,0.45324211,1.085126925,0,1,0.876917581,7.351e-06,1.164452112,6.484e-06,0.00047006,0.207131489,0,0.9691034,0.974807446,0.35,7.351e-06,1.058217902,1.718e-06,0.00023293,2.699419935,0.479498567,0.324635572,0,0.976627713,2.602939553,6.284e-06,1.205780983,1.031e-06,0.000230869,2.629541771,0.969185853,2.4478e-05,0.810041251,1.374e-06,0.000517394,148.94,-1,0,-1,0,-512,-1,0,-1,0,0,20.13
abb313GPIA-9-cused-assat04-317.cnf,1,6228,484871,6212,479096,0.00257566,0.012053952,1.54,0.012966086,0.396513523,0.802125929,0,1,1.060484527,0.00127371,0.078277944,0.000321958,0.00128783,0.182359317,0,0.009716216,0.009791357,0.06,0.00127371,0.299402115,2.087e-06,0.002842854,4.925636142,0.274702084,0.288655031,0.004032258,1,1.321704622,3.865e-06,1.987830142,2.087e-06,0.000183679,0.882730201,0.010375791,0.000576649,0.287836042,2.087e-06,0.001266969,0.24,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
abb313GPIA-9-trused-assat04-321.cnf,1,14013,481761,11770,441393,0.190569244,0.091455913,1.33,0.026665579,0.99600309,0.036512474,0,1,0.089060962,0.000298839,1.216559113,0.000169924,0.001359388,0.426163242,0,0.883090579,0.883144952,0.05,0.000298839,0.324465736,2.266e-06,0.000684198,4.226466229,0.021766137,0.094802528,0,1,0.762556824,0.000150058,0.322332983,0,0.000342099,4.061994197,0.883090579,0.001157645,0.387175644,1.8124e-05,0.002752649,0.32,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
ACG-10-10p0.cnf,1,155107,675624,85468,439653,0.814796181,0.536721005,2.04,0.194398764,0.391204131,1.023354316,0,1,1.434996521,3.1686e-05,0.489301515,2.3401e-05,0.000117003,1.04730667,0,0.643054864,0.854417006,0.05,3.1686e-05,0.773717455,1.5922e-05,0.000152393,2.700058181,0.190910367,0.161478938,0,0.75,2.747288371,1.8965e-05,0.866346933,6.824e-06,0.000106902,2.397859833,0.753487409,3.3816e-05,0.772915076,1.1373e-05,0.000179687,11.47,5.1655e-05,0.738587332,9.098e-06,0.000429884,3.711723848,0.149880871,0.523479549,0.013750767,0.488888889,3.153576333,10.95
ACG-15-5p1.cnf,1,218990,943377,136456,671306,0.604839655,0.405286114,2.87,0.203269448,0.353518714,1.073933554,0,1,1.404972274,1.9651e-05,0.453307871,1.4657e-05,7.3284e-05,1.051082839,0,0.616178017,0.873793769,0.08,1.9651e-05,0.775081733,1.0427e-05,0.000101295,2.447884905,0.155255903,0.159203056,0,0.733333333,2.493347627,1.1939e-05,0.820977142,4.469e-06,6.7034e-05,2.237225383,0.747064677,2.0334e-05,0.817703765,7.448e-06,0.000117681,29.18,3.257e-05,0.724796466,4.469e-06,0.000278561,3.633298014,0.150520713,0.522114433,0.013399015,0.5,3.035316568,15.23
aes_128_1_keyfind_1.cnf,1,1192,10656,800,9592,0.49,0.110925771,0.01,0.083402836,0.351264943,0.744398409,0,1,2.204834644,0.007021997,0.266444274,0.0025,0.01,1.656591137,0,0.040033361,0.146788991,0,0.007021997,0.923130868,0.001042535,0.018661384,2.837325425,0.009689169,0.01803564,0,0.1,0.986372631,0.000742546,0.756794444,0.000208507,0.002189324,2.49777674,0.143661384,0.001255213,0.676379651,0.000521268,0.00323186,0.01,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
aes_128_10_keyfind_1.cnf,1,8080,96704,7616,95280,0.06092437,0.014945424,0.22,0.07993283,0.353540442,0.722472629,0,1,2.174866166,0.000737268,0.264195155,0.000262605,0.00105042,1.619265132,0,0.014777498,0.165239295,0.01,0.000737268,0.8739735,0.000104954,0.001878673,2.825826579,0.010248019,0.01859899,0,0.101694915,1.025635293,7.1525e-05,0.776277334,2.0991e-05,0.000220403,2.416531908,0.121725441,0.000133838,0.610045041,5.2477e-05,0.000325357,0.11,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
aes_128_2_keyfind_1.cnf,1,2000,20544,1600,19440,0.25,0.056790123,0.03,0.082304527,0.35260631,0.731235007,0,1,2.190210135,0.003497685,0.266151848,0.00125,0.005,1.645870873,0,0.026337449,0.158024691,0.01,0.003497685,0.910717965,0.000514403,0.009207819,2.903871453,0.009658061,0.017992416,0,0.1,0.985686051,0.000355195,0.777920793,0.000102881,0.001080247,2.455640022,0.132613169,0.000635802,0.649824972,0.000257202,0.00159465,0,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
aes_128_3_keyfind_1.cnf,1,2808,30432,2400,29288,0.17,0.039060366,0.05,0.081944824,0.353387053,0.726759579,0,1,2.185260832,0.002328883,0.266042326,0.000833333,0.003333333,1.639842283,0,0.021851953,0.161704452,0,0.002328883,0.906607138,0.000341437,0.006111718,2.872132939,0.009647692,0.017977972,0,0.1,0.985353393,0.000233059,0.785890507,6.8287e-05,0.000717017,2.43537889,0.128755804,0.000425658,0.641020127,0.000170718,0.001058454,0.02,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
aes_32_1_keyfind_1.cnf,1,300,1016,146,660,1.054794521,0.539393939,0,0.221212121,0.447474747,0.722351157,0,1,1.458504709,0.023453715,0.17945192,0.01369863,0.034246575,0.928244874,0,0.036363636,0.56969697,0,0.023453715,0.315416902,0.010606061,0.040909091,2.575421772,0.05721163,0.074552542,0,0.25,1.713548908,0.00973433,0.340250677,0.003030303,0.018181818,2.059296194,0.43030303,0.012785388,0.284243929,0.007575758,0.021212121,0,0.036565657,0.228192969,0.016666667,0.056060606,3.025877022,0.347694835,0.139892747,0.25,0.520467836,2.850774026,0.01
aes_32_2_keyfind_1.cnf,1,504,1840,298,1432,0.691275168,0.284916201,0,0.208100559,0.454376164,0.666267279,0,1,1.44356439,0.01175434,0.169028916,0.006711409,0.016778523,0.892107339,0,0.022346369,0.502793296,0,0.01175434,0.306307304,0.004888268,0.023743017,2.678634496,0.052556523,0.07070851,0,0.25,1.793027789,0.004700799,0.340600796,0.001396648,0.009078212,2.143798701,0.406424581,0.006186495,0.284729585,0.00349162,0.01047486,0,0.018694797,0.218881891,0.006284916,0.035614525,3.124192502,0.3247534,0.165122265,0.188235294,0.520467836,3.053252248,0.04
