@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute nvarsOrig numeric
@attribute nclausesOrig numeric
@attribute nvars numeric
@attribute nclauses numeric
@attribute reducedVars numeric
@attribute reducedClauses numeric
@attribute Pre.featuretime numeric
@attribute vars.clauses.ratio numeric
@attribute POSNEG.RATIO.CLAUSE.mean numeric
@attribute POSNEG.RATIO.CLAUSE.coeff.variation numeric
@attribute POSNEG.RATIO.CLAUSE.min numeric
@attribute POSNEG.RATIO.CLAUSE.max numeric
@attribute POSNEG.RATIO.CLAUSE.entropy numeric
@attribute VCG.CLAUSE.mean numeric
@attribute VCG.CLAUSE.coeff.variation numeric
@attribute VCG.CLAUSE.min numeric
@attribute VCG.CLAUSE.max numeric
@attribute VCG.CLAUSE.entropy numeric
@attribute UNARY numeric
@attribute BINARY. numeric
@attribute TRINARY. numeric
@attribute Basic.featuretime numeric
@attribute VCG.VAR.mean numeric
@attribute VCG.VAR.coeff.variation numeric
@attribute VCG.VAR.min numeric
@attribute VCG.VAR.max numeric
@attribute VCG.VAR.entropy numeric
@attribute POSNEG.RATIO.VAR.mean numeric
@attribute POSNEG.RATIO.VAR.stdev numeric
@attribute POSNEG.RATIO.VAR.min numeric
@attribute POSNEG.RATIO.VAR.max numeric
@attribute POSNEG.RATIO.VAR.entropy numeric
@attribute HORNY.VAR.mean numeric
@attribute HORNY.VAR.coeff.variation numeric
@attribute HORNY.VAR.min numeric
@attribute HORNY.VAR.max numeric
@attribute HORNY.VAR.entropy numeric

@attribute horn.clauses.fraction numeric
@attribute VG.mean numeric
@attribute VG.coeff.variation numeric
@attribute VG.min numeric
@attribute VG.max numeric
@attribute KLB.featuretime numeric
@attribute CG.mean numeric
@attribute CG.coeff.variation numeric
@attribute CG.min numeric
@attribute CG.max numeric
@attribute CG.entropy numeric
@attribute cluster.coeff.mean numeric
@attribute cluster.coeff.coeff.variation numeric
@attribute cluster.coeff.min numeric
@attribute cluster.coeff.max numeric
@attribute cluster.coeff.entropy numeric
@attribute CG.featuretime numeric

@data
3col140_5_7shuffledcnf.wcnf,1,280,1476,280,1190,0,0.240336134,0,0.235294118,0.392997199,0.666225818,0,1,1.173075151,0.016938776,0.142203806,0.007142857,0.017857143,0.439019111,0,0.005042017,0.121848739,0,0.016938776,3.474598413,0.008403361,1,0.303780076,0.251645658,0.049892132,0,1,0.342174921,0.00144958,3.829696679,0,0.093277311,1.255952066,0.093277311,0.010852341,1.233619867,0.009243697,0.234453782,0,0.016230492,0.097758966,0.005042017,0.019327731,0.741424528,0.462768944,0.227275643,0.380434783,0.752380952,0.838947894,0.02
3col140_5_8shuffledcnf.wcnf,1,280,1476,280,1190,0,0.240336134,0,0.235294118,0.390028011,0.661748181,0,1,1.151894642,0.016938776,0.142203806,0.007142857,0.017857143,0.439019111,0,0.005042017,0.121848739,0,0.016938776,3.474598413,0.008403361,1,0.303780076,0.251645658,0.049892132,0,1,0.342174921,0.001278511,3.949891681,0,0.08487395,1.116463188,0.08487395,0.010852341,1.233619867,0.009243697,0.234453782,0,0.016230492,0.097758966,0.005042017,0.019327731,0.741424528,0.462772314,0.227277632,0.380434783,0.752380952,0.844578093,0.02
3col140_5_9shuffledcnf.wcnf,1,280,1476,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ebx_6ebx_gwcnft.wcnf,1,1768,1336318,0,0,-512,-512,512.2,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ebx_1era_gwcnft.wcnf,1,1666,1187921,0,0,-512,-512,416.72,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l3.wcnf,1,21000,61842,4296,4295,3.888268156,13.398603027,0.07,1.000232829,0.543888242,0.915758163,0,1,0.689289863,0.000465549,0,0.000465549,0.000465549,0,0,1,1,0,0.000465549,32.76049539,0.000232829,1,0.00218001,1,0,1,1,0,0.000212343,32.765045993,0,0.456111758,0.691309424,0.456111758,0.000465549,32.76049539,0.000232829,1,0.03,0,0,0,0,0,0,0,0,0,0,0
ac97_ctrl-debugdimacs.wcnf,1,66274,168471,0,0,-512,-512,0.05,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adult_train_1_DNF_2_1.wcnf,1,43707,250514,0,0,-512,-512,43.81,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adult_train_5_CNF_2_1.wcnf,1,74089,599907,0,0,-512,-512,251.06,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adult_train_8_CNF_3_1.wcnf,1,96481,874084,0,0,-512,-512,441.34,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES1-30-5.wcnf,1,21368,372734,0,0,-512,-512,34.8,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES1-40-6.wcnf,1,21368,372656,0,0,-512,-512,34.97,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES1-40-7.wcnf,1,21368,372659,0,0,-512,-512,34.89,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES1-60-17.wcnf,1,21368,372531,0,0,-512,-512,35.7,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES1-70-24.wcnf,1,21368,372458,0,0,-512,-512,35.94,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES1-76-37.wcnf,1,21368,372418,0,0,-512,-512,36,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES2-50-52.wcnf,1,21368,372582,0,0,-512,-512,35.43,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES2-70-61.wcnf,1,21368,372461,0,0,-512,-512,35.91,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES2-72-67.wcnf,1,21368,372421,0,0,-512,-512,35.94,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES2-74-11.wcnf,1,21368,372429,0,0,-512,-512,36.07,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES2-74-73.wcnf,1,21368,372433,0,0,-512,-512,35.41,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apt-cudf-universe0ea62c_l1.wcnf,1,6257,21885,0,0,-512,-512,0.09,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_mesat_01.wcnf,1,321384,969761,302,301,1063.185430464,3220.797342193,0.31,1.003322259,1,0,1,1,0,0.006622517,0,0.006622517,0.006622517,0,0,1,1,0,0.006622517,8.645856266,0.003322259,1,0.022214469,1,0,1,1,0,0,0,0,0,0,0,0.006622517,8.645856266,0.003322259,1,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_mesat_03.wcnf,1,321140,969655,302,301,1062.377483444,3220.445182724,0.32,1.003322259,1,0,1,1,0,0.006622517,0,0.006622517,0.006622517,0,0,1,1,0,0.006622517,8.645856266,0.003322259,1,0.022214469,1,0,1,1,0,0,0,0,0,0,0,0.006622517,8.645856266,0.003322259,1,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_mesat_04.wcnf,1,450890,1515125,302,301,1492.013245033,5032.637873754,0.5,1.003322259,1,0,1,1,0,0.006622517,0,0.006622517,0.006622517,0,0,1,1,0,0.006622517,8.645856266,0.003322259,1,0.022214469,1,0,1,1,0,0,0,0,0,0,0,0.006622517,8.645856266,0.003322259,1,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_mesat_05.wcnf,1,450157,1463573,302,301,1489.586092715,4861.368770764,0.48,1.003322259,1,0,1,1,0,0.006622517,0,0.006622517,0.006622517,0,0,1,1,0,0.006622517,8.645856266,0.003322259,1,0.022214469,1,0,1,1,0,0,0,0,0,0,0,0.006622517,8.645856266,0.003322259,1,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_mesat_06.wcnf,1,449672,1463225,302,301,1487.98013245,4860.212624585,0.48,1.003322259,1,0,1,1,0,0.006622517,0,0.006622517,0.006622517,0,0,1,1,0,0.006622517,8.645856266,0.003322259,1,0.022214469,1,0,1,1,0,0,0,0,0,0,0,0.006622517,8.645856266,0.003322259,1,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_mesat_10.wcnf,1,333864,1078680,302,301,1104.509933775,3582.65448505,0.35,1.003322259,1,0,1,1,0,0.006622517,0,0.006622517,0.006622517,0,0,1,1,0,0.006622517,8.645856266,0.003322259,1,0.022214469,1,0,1,1,0,0,0,0,0,0,0,0.006622517,8.645856266,0.003322259,1,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_mesat_12.wcnf,1,334172,1078872,302,301,1105.529801325,3583.292358804,0.35,1.003322259,1,0,1,1,0,0.006622517,0,0.006622517,0.006622517,0,0,1,1,0,0.006622517,8.645856266,0.003322259,1,0.022214469,1,0,1,1,0,0,0,0,0,0,0,0.006622517,8.645856266,0.003322259,1,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_mesat_18.wcnf,1,366276,1605464,302,301,1211.834437086,5332.76744186,0.49,1.003322259,1,0,1,1,0,0.006622517,0,0.006622517,0.006622517,0,0,1,1,0,0.006622517,8.645856266,0.003322259,1,0.022214469,1,0,1,1,0,0,0,0,0,0,0,0.006622517,8.645856266,0.003322259,1,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_sugar_01.wcnf,1,40854,372760,0,0,-512,-512,100.74,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_sugar_02.wcnf,1,40788,377502,0,0,-512,-512,104.38,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_sugar_04.wcnf,1,53119,759090,0,0,-512,-512,366.94,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_sugar_05.wcnf,1,53465,755089,0,0,-512,-512,344.94,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_sugar_12.wcnf,1,44774,413168,0,0,-512,-512,116.48,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_sugar_15.wcnf,1,55429,744265,0,0,-512,-512,342.97,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atcoss_sugar_18.wcnf,1,53441,823900,0,0,-512,-512,401.34,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b14_C-mbd14-0225.wcnf,1,11949,31219,0,0,-512,-512,0.7,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b14_C-mbd14-0307.wcnf,1,11949,31219,0,0,-512,-512,0.69,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b14-s_PathRelaxation_FS_14.wcnf,1,11975,35100,0,0,-512,-512,1.49,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b14-s_PathRelaxation_FS_16.wcnf,1,11993,35154,0,0,-512,-512,1.48,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b14-s_PathRelaxation_FS_25.wcnf,1,11975,35092,0,0,-512,-512,1.48,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b14-s_PathRelaxation_FS_46.wcnf,1,11975,35092,0,0,-512,-512,1.5,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b14-s_PathRelaxation_Set_FS_47.wcnf,1,22384,83717,0,0,-512,-512,6.98,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b17_C-mbd14-0304.wcnf,1,39778,103142,0,0,-512,-512,6.79,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b17_C-mbd14-0370.wcnf,1,39778,103142,0,0,-512,-512,8.9,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b18-s_PathRelaxation_Set_FS_32.wcnf,1,312626,948394,0,0,-512,-512,1019.52,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b20_C-mbd14-0255.wcnf,1,23868,62593,0,0,-512,-512,2.85,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b20_C-mbd14-0328.wcnf,1,23868,62593,0,0,-512,-512,3.77,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b20_C-mbd14-0354.wcnf,1,23868,62593,0,0,-512,-512,2.67,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b21_C-mbd14-0205.wcnf,1,24168,63673,0,0,-512,-512,2.78,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b21_C-mbd14-0217.wcnf,1,24168,63673,0,0,-512,-512,3.91,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b21_C-mbd14-0267.wcnf,1,24168,63673,0,0,-512,-512,2.77,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
